lemma;upos;ner tag;count;stopword
tere;INTJ;O;1;yes
õhtu;NOUN;O;1;no
olema;AUX;O;109;yes
Alo;PROPN;O;2;no
Põldmäe;PROPN;O;2;no
ja;CCONJ;O;102;yes
tänane;ADJ;O;2;no
saade;NOUN;O;2;no
esimene;ADJ;O;5;no
poole;ADP;O;2;yes
pühendama;VERB;O;2;no
Eesti;PROPN;O;28;no
Oscar;PROPN;O;1;no
klaverimeister;NOUN;O;17;no
see;PRON;O;49;yes
seotud;ADJ;O;1;no
materjal;NOUN;O;3;no
,;PUNCT;O;154;no
mis;PRON;O;16;yes
asuma;VERB;O;8;no
teater;NOUN;O;3;no
muusikamuuseum;NOUN;O;5;no
.;PUNCT;O;161;no
pidama;AUX;O;3;yes
kohe;ADV;O;2;yes
ütlema;VERB;O;9;no
et;SCONJ;O;24;yes
klaver;NOUN;O;44;no
valdkond;NOUN;O;1;no
küllaltki;ADV;O;3;no
vähe;ADV;O;2;no
uurima;VERB;O;2;no
ala;NOUN;O;1;no
siiski;ADV;O;3;yes
olema;VERB;O;8;yes
üks;DET;O;10;yes
põhjalik;ADJ;O;1;no
käsikirjaline;ADJ;O;1;no
töö;NOUN;O;12;no
Virve;PROPN;O;1;no
Urve;PROPN;O;1;no
lipus;NOUN;O;1;no
kandma;VERB;O;1;no
nimi;NOUN;O;10;no
kaks;NUM;O;3;no
aastasada;NOUN;O;1;no
fond;NOUN;O;1;no
aga;ADV;O;8;yes
ka;ADV;O;17;yes
üliõpilastöö;NOUN;O;1;no
aasta;NOUN;O;27;no
1969;NUM;O;1;no
Tallinn;PROPN;O;15;no
riiklik;ADJ;O;2;no
konservatoorium;NOUN;O;1;no
üliõpilane;NOUN;O;1;no
Maret;PROPN;O;2;no
Tomson;PROPN;O;2;no
eesti;ADJ;O;12;no
vana;ADJ;O;4;no
vaat;ADV;O;1;yes
see;DET;O;29;yes
kandama;VERB;O;1;no
ise;PRON;O;6;yes
põhiliselt;ADV;O;3;no
siiani;ADV;O;1;yes
kohta;ADP;O;4;yes
mitu;PRON;O;2;yes
Kalbol;PROPN;O;1;no
tootma;VERB;O;7;no
tsitaat;NOUN;O;2;no
fakt;NOUN;O;2;no
