lemma;upos;ner tag;count;stopword
kell;NOUN;O;5;no
olema;AUX;O;280;yes
kaheksa;NUM;O;1;no
minut;NOUN;O;3;no
,;PUNCT;O;501;no
11;NUM;O;2;no
läbi;ADV;O;5;yes
laupäev;NOUN;O;2;no
27.;ADJ;O;2;no
jaanuar;NOUN;O;1;no
ja;CCONJ;O;242;yes
sina;PRON;O;68;yes
kuulama;VERB;O;4;no
Café;PROPN;O;2;no
eduma;VERB;O;1;no
kes;PRON;O;26;yes
ei;AUX;O;42;yes
kuulma;VERB;O;1;no
mingi;DET;O;12;yes
põhjus;NOUN;O;2;no
mina;PRON;O;198;yes
saade;NOUN;O;4;no
eelmine;ADJ;O;2;yes
tund;NOUN;O;2;no
see;PRON;O;118;yes
teadmine;NOUN;O;4;no
et;SCONJ;O;164;yes
jutt;NOUN;O;2;no
käima;VERB;O;12;no
täna;ADV;O;4;no
mõisa;NOUN;O;2;no
eriti;ADV;O;3;no
see;DET;O;84;yes
inimene;NOUN;O;22;no
viimane;ADJ;O;3;no
aeg;NOUN;O;17;no
eestimaa;NOUN;O;1;no
oma;PRON;O;39;yes
mõis;NOUN;O;53;no
ostma;VERB;O;13;no
küla;NOUN;O;2;no
üks;DET;O;19;yes
äärmiselt;ADV;O;3;no
meeldivus;NOUN;O;1;no
omanik;NOUN;O;1;no
ise;PRON;O;18;yes
Norra;PROPN;O;4;no
mis;PRON;O;44;yes
nii;ADV;O;50;yes
palju;PRON;O;6;yes
Eestimaa;PROPN;O;5;no
igatsema;VERB;O;2;no
tahtma;VERB;O;14;no
aga;CCONJ;O;48;yes
nüüd;ADV;O;25;yes
tekkima;VERB;O;1;no
tahtmine;NOUN;O;2;no
mängima;VERB;O;2;no
lõiguke;NOUN;O;1;no
teine;DET;O;6;yes
tänane;ADJ;O;3;no
külaline;NOUN;O;1;no
intervjuu;NOUN;O;3;no
.;PUNCT;O;178;no
Pirgu;PROPN;O;16;no
mõisaproua;NOUN;O;5;no
Ruth-Kaja;PROPN;O;3;no
Pekk;PROPN;O;3;no
tema;PRON;O;69;yes
kirjeldama;VERB;O;2;no
nägemus;NOUN;O;1;no
kätte;ADP;O;1;yes
miks;ADV;O;7;yes
pidama;AUX;O;15;yes
minema;VERB;O;21;yes
mõlema;PRON;O;1;yes
moodi;ADP;O;1;no
hea;ADJ;O;11;no
kõige;ADV;O;3;yes
tähtsam;ADJ;O;2;no
printsiip;NOUN;O;1;no
siiski;ADV;O;8;yes
piisavalt;ADV;O;1;no
eetiline;ADJ;O;1;no
oskama;VERB;O;3;no
hindama;VERB;O;3;no
ekspluateerima;VERB;O;1;no
kui;SCONJ;O;49;yes
kunst;NOUN;O;1;no
kultuuriväärtus;NOUN;O;1;no
seal;ADV;O;48;yes
noh;INTJ;O;38;yes
hoidma;VERB;O;2;no
korras;ADJ;O;3;no
ilus;ADJ;O;5;no
arvama;VERB;O;19;no
päris;ADV;O;6;yes
tähtis;ADJ;O;1;no
ikkagi;ADV;O;10;yes
avama;VERB;O;4;no
kas;ADV;O;26;yes
siis;ADV;O;73;yes
tõesti;ADV;O;15;yes
nagu;SCONJ;O;29;yes
puhul;ADP;O;2;yes
kursus;NOUN;O;9;no
bankett;NOUN;O;1;no
vastuvõtt;NOUN;O;1;no
pulm;NOUN;O;3;no
näol;ADP;O;1;no
või;CCONJ;O;31;yes
leidma;VERB;O;10;no
mõni;DET;O;10;yes
muu;PRON;O;4;yes
vorm;NOUN;O;2;no
tore;ADJ;O;4;no
keegi;PRON;O;3;yes
elama;VERB;O;15;no
umbes;ADV;O;2;yes
suvila;NOUN;O;1;no
ehitama;VERB;O;3;no
suur;ADJ;O;9;no
müür;NOUN;O;2;no
ümber;ADP;O;1;yes
ainult;ADV;O;4;yes
ise;ADV;O;8;yes
alati;ADV;O;7;yes
eesti;ADJ;O;1;no
kultuur;NOUN;O;1;no
osa;NOUN;O;5;no
omama;VERB;O;2;no
las;ADV;O;1;no
selline;PRON;O;2;yes
edasi;ADV;O;5;yes
mõtlema;VERB;O;6;no
lihtsalt;ADV;O;7;no
niisugune;DET;O;13;yes
kaem;NOUN;O;2;no
