lemma;upos;ner tag;count;stopword
Margo;PROPN;O;2;no
Uusorg;PROPN;O;2;no
ja;CCONJ;O;50;yes
Birgit;PROPN;O;4;no
Ulrich;PROPN;O;2;no
.;PUNCT;O;41;no
tere;INTJ;O;2;yes
tulema;VERB;O;4;yes
raadio;NOUN;O;4;no
kaks;NUM;O;4;no
stuudio;NOUN;O;1;no
no;INTJ;O;10;no
see;DET;O;26;yes
spordiala;NOUN;O;2;no
,;PUNCT;O;113;no
mis;PRON;O;14;yes
sina;PRON;O;18;yes
maailmameister;NOUN;O;5;no
laupäev;NOUN;O;2;no
kandma;VERB;O;3;no
inglisekeelne;ADJ;O;1;no
nimi;NOUN;O;1;no
vaip;NOUN;O;1;no
käring;X;O;1;no
world;X;O;1;no
championships;X;O;1;no
soome;ADJ;O;2;no
keel;NOUN;O;5;no
Eugen;PROPN;O;1;no
Cannon;PROPN;O;1;no
MM;PROPN;O;1;no
kisa;NOUN;O;1;no
see;PRON;O;15;yes
võima;AUX;O;2;yes
eesti;ADJ;O;3;no
tõlkima;VERB;O;1;no
nii;ADV;O;10;yes
abikaasa;NOUN;O;1;no
kandmine;NOUN;O;1;no
kui;CCONJ;O;1;yes
ka;ADV;O;9;yes
mina;PRON;O;18;yes
ei;AUX;O;13;yes
teadma;VERB;O;4;no
Euga;PROPN;O;1;no
täpselt;ADV;O;3;no
tähendama;VERB;O;2;no
mutt;NOUN;O;1;no
või;CCONJ;O;16;yes
tädi;NOUN;O;1;no
vist;ADV;O;3;yes
miski;PRON;O;3;yes
selline;ADJ;O;4;yes
mitte;ADV;O;1;yes
väga;ADV;O;3;yes
ilus;ADJ;O;1;no
iga;DET;O;1;yes
juht;NOUN;O;1;no
aga;CCONJ;O;6;yes
siis;ADV;O;21;yes
naisekandmine;NOUN;O;5;no
maailmameistrivõistlus;NOUN;O;2;no
ala;NOUN;O;2;no
pidama;VERB;O;2;yes
Soome;PROPN;O;4;no
kahekesi;ADV;O;1;no
kõigepealt;ADV;O;1;yes
loomulikult;ADV;O;1;no
poolt;ADP;O;1;yes
palju;ADV;O;3;yes
õnn;NOUN;O;1;no
aitäh;INTJ;O;2;yes
kui;ADV;O;4;yes
suurejooneline;ADJ;O;2;no
suur;ADJ;O;1;no
võistlusnaisekandmine;NOUN;O;1;no
üldse;ADV;O;2;no
olema;AUX;O;67;yes
kui;SCONJ;O;16;yes
