lemma;upos;ner tag;count;stopword
tere;INTJ;O;1;yes
,;PUNCT;O;76;no
sina;PRON;O;5;yes
kull;NOUN;O;1;no
see;PRON;O;4;yes
aasta;NOUN;O;9;no
imest;ADV;O;1;no
mulgi;ADJ;O;2;no
uudistesaade;NOUN;O;1;no
.;PUNCT;O;12;no
rahvakultuur;NOUN;O;3;no
keskus;NOUN;O;3;no
jutukool;NOUN;O;3;no
eestvedamine;NOUN;O;1;no
kuulutama;VERB;O;1;no
kate;NOUN;O;2;no
1000;NUM;O;2;no
10.;ADJ;O;1;no
eesti;ADJ;O;4;no
rahvajutt;NOUN;O;7;no
aaste;NOUN;O;1;no
asi;NOUN;O;4;no
mõte;NOUN;O;2;no
olema;AUX;O;24;yes
mede;ADJ;O;1;no
inimene;NOUN;O;13;no
uuesti;ADV;O;1;no
oma;PRON;O;6;yes
rahvas;NOUN;O;4;no
Jutage;PROPN;O;1;no
tutas;NOUN;O;1;no
vest;NOUN;O;1;no
eta;NOUN;O;1;no
ja;CCONJ;O;32;yes
näitama;VERB;O;1;no
kust;ADV;O;2;yes
see;DET;O;2;yes
lugu;NOUN;O;4;no
otsima;VERB;O;1;no
kas;ADV;O;4;yes
kui;ADV;O;1;yes
palju;ADV;O;4;yes
mede;NOUN;O;1;no
tääbe;NOUN;O;1;no
nüüdne;ADJ;O;1;no
aeg;NOUN;O;1;no
mõistma;VERB;O;1;no
Webida;NOUN;O;1;no
kõnelema;VERB;O;3;no
teema-aasta;NOUN;O;1;no
eestvedaja;NOUN;O;1;no
päri;ADV;O;1;yes
Piret;PROPN;O;1;no
mina;PRON;O;16;yes
nüüd;ADV;O;4;yes
juba;ADV;O;3;yes
mitukümmend;NUM;O;1;no
Jute;PROPN;O;1;no
tegelema;VERB;O;1;no
eest;ADP;O;1;yes
vedanu;ADJ;O;1;no
mide;ADJ;O;1;no
haig;NOUN;O;1;no
edesima;VERB;O;1;no
nakatnik;NOUN;O;1;no
tähele;ADV;O;1;no
panema;VERB;O;1;no
et;SCONJ;O;23;yes
tyyp;NOUN;O;1;no
küll;ADV;O;1;yes
töö;NOUN;O;1;no
naikma;VERB;O;1;no
jutt;NOUN;O;2;no
aga;CCONJ;O;2;yes
kui;SCONJ;O;7;yes
iks;VERB;O;1;no
mõni;DET;O;2;yes
käest;ADP;O;1;yes
kes;PRON;O;1;yes
ei;AUX;O;12;yes
ennem;ADV;O;1;yes
kohtama;VERB;O;1;no
küsima;VERB;O;3;no
noh;INTJ;O;2;yes
Tiiet;PROPN;O;1;no
Eesti;PROPN;O;4;no
rahvajuturaamatu;NOUN;O;2;no
või;CCONJ;O;6;yes
mäletama;VERB;O;1;no
enam;ADV;O;6;yes
?;PUNCT;O;1;no
üldse;ADV;O;1;no
10;NUM;O;1;no
20;NUM;O;1;no
tagasi;ADP;O;1;yes
veel;ADV;O;1;yes
nii;ADV;O;7;yes
kohe;ADV;O;1;yes
tulema;VERB;O;5;yes
Kreutzwald;PROPN;O;4;no
meel;NOUN;O;1;no
Jakobson;PROPN;O;1;no
seal;ADV;O;4;yes
vast;ADV;O;1;no
Juhan;PROPN;O;1;no
Jaik;PROPN;O;1;no
siis;ADV;O;14;yes
kah;ADV;O;1;yes
tema;PRON;O;7;yes
meelen;NOUN;O;1;no
nimetama;VERB;O;1;no
nakk;NOUN;O;2;no
kõnelem;ADJ;O;1;no
ototo;NOUN;O;1;no
Tuits;PROPN;O;1;no
raamat;NOUN;O;4;no
külgus;NOUN;O;1;no
ilus;ADJ;O;1;no
illustratsioon;NOUN;O;1;no
Aadu;PROPN;O;1;no
viltu;ADV;O;1;no
roheline;ADJ;O;1;no
kaas;NOUN;O;1;no
süda;NOUN;O;1;no
nakkama;VERB;O;1;no
nagu;SCONJ;O;6;yes
valutama;VERB;O;1;no
püüdma;VERB;O;1;no
kaua;ADV;O;1;no
vana;ADJ;O;1;no
jutuke;NOUN;O;2;no
kestav;ADJ;O;1;no
rahvapärimus;NOUN;O;1;no
võib-olla;ADV;O;3;yes
võistlema;VERB;O;1;no
natuke;NOUN;O;1;no
ülespoole;ADV;O;1;yes
tõstma;VERB;O;1;no
Peipsi;PROPN;O;1;no
kiha;NOUN;O;1;no
kõne;NOUN;O;3;no
too;PRON;O;9;yes
hakkama;VERB;O;1;yes
mõtlema;VERB;O;4;no
ka;ADV;O;5;yes
kirjutama;VERB;O;3;no
projekt;NOUN;O;4;no
kirjutav;ADJ;O;1;no
raha;NOUN;O;1;no
saamine;NOUN;O;1;no
identiteet;NOUN;O;1;no
väärtushinnang;NOUN;O;2;no
aga;ADV;O;1;yes
otsa;ADV;O;1;yes
saama;VERB;O;6;yes
nikk;NOUN;O;1;no
ela;NOUN;O;1;no
jälle;ADV;O;2;no
pere;NOUN;O;1;no
edes;NOUN;O;1;no
muut;NOUN;O;1;no
lepiv;ADJ;O;1;no
ütlema;VERB;O;2;no
tõejärgne;ADJ;O;1;no
ajastu;NOUN;O;1;no
saama;AUX;O;3;yes
kuist;NOUN;O;1;no
no;INTJ;O;2;no
äkki;ADV;O;1;no
teistmoodi;ADV;O;1;no
hom;NOUN;O;1;no
mõttel;NOUN;O;1;no
pärast;ADV;O;1;yes
tegelikult;ADV;O;1;no
võtardama;VERB;O;1;no
pärimus;NOUN;O;1;no
kunagi;ADV;O;1;yes
vanaema;NOUN;O;1;no
vanaisa;NOUN;O;1;no
võtma;VERB;O;1;no
tõsitselt;ADV;O;1;no
too;DET;O;6;yes
maru;NOUN;O;1;no
tähtis;ADJ;O;1;no
hoopis;ADV;O;1;yes
tõesti;ADV;O;1;yes
elu;NOUN;O;2;no
mis;PRON;O;6;yes
hoiav;ADJ;O;1;no
tõde;NOUN;O;1;no
pääl;ADP;O;1;no
huvitama;VERB;O;1;no
mööda;ADV;O;1;yes
kolmas;ADJ;O;1;no
jaosma;VERB;O;1;no
ist;NOUN;O;1;no
vedama;VERB;O;1;no
omi;ADJ;O;1;yes
salaasi;NOUN;O;1;no
jama;NOUN;O;1;no
ära;ADV;O;3;yes
läbi;ADP;O;1;yes
tõru;NOUN;O;1;no
jäni;NOUN;O;1;no
ala;NOUN;O;1;no
andma;VERB;O;1;no
ise;PRON;O;1;yes
tuli;NOUN;O;2;yes
hoidma;VERB;O;1;no
kistuma;VERB;O;1;no
Myans;PROPN;O;1;no
sündmus;NOUN;O;2;no
ettevõtmine;NOUN;O;1;no
Tom;PROPN;O;1;no
vääg;NOUN;O;1;no
maa;NOUN;O;1;no
lootma;VERB;O;1;no
kõige;ADV;O;1;yes
tähtsam;ADJ;O;1;no
praegamsist;NOUN;O;1;no
seminar;NOUN;O;3;no
Maria;PROPN;O;1;no
kobar;NOUN;O;1;no
uni;NOUN;O;1;no
neuronginimi;NOUN;O;1;no
Viljandi;PROPN;O;1;no
toimus;NOUN;O;1;no
väga;ADV;O;2;yes
ruttu;ADV;O;1;no
täis;ADV;O;1;no
hea;ADJ;O;1;no
kaasa;ADV;O;1;no
taha;ADV;O;1;yes
suma;NOUN;O;1;no
maakond;NOUN;O;1;no
kodukoht;NOUN;O;1;no
sääs;NOUN;O;1;no
korraldama;VERB;O;1;no
lahtidu;ADJ;O;1;no
rahvajutulugu;NOUN;O;1;no
ennemuistne;ADJ;O;1;no
juttuma;VERB;O;1;no
looma;VERB;O;1;no
vaid;ADV;O;1;yes
ikka;ADV;O;1;yes
kirjanik;NOUN;O;1;no
istuma;VERB;O;1;no
helis;NOUN;O;1;no
kuistu;ADJ;O;1;no
näide;NOUN;O;1;no
kotun;NOUN;O;1;no
kool;NOUN;O;1;no
lasteaed;NOUN;O;1;no
kus;ADV;O;1;yes
võima;AUX;O;3;yes
minema;VERB;O;2;yes
iga;NOUN;O;1;yes
11.;ADJ;O;1;no
jaanuar;NOUN;O;1;no
algama;VERB;O;1;no
vil;NOUN;O;1;no
Üts;PROPN;O;1;no
vägi;NOUN;O;2;no
suur;ADJ;O;1;no
haiglane;ADJ;O;1;no
väljakutse;NOUN;O;2;no
terve;ADJ;O;1;no
kestma;VERB;O;1;no
lugemine;NOUN;O;1;no
valima;VERB;O;1;no
üts;NOUN;O;1;no
teine;ADJ;O;1;yes
iga;DET;O;1;yes
kuu;NOUN;O;1;no
üks;NOUN;O;1;yes
pealkiri;NOUN;O;1;no
sisu;NOUN;O;1;no
Maiga;PROPN;O;1;no
uurima;VERB;O;1;no
üks;DET;O;2;yes
külg;NOUN;O;1;no
ju;ADV;O;1;yes
üüdis;NOUN;O;1;no
ainult;ADV;O;1;yes
olema;VERB;O;1;yes
vähe;ADV;O;1;no
tahtma;VERB;O;1;no
aru;NOUN;O;1;no
ega;ADV;O;1;yes
muinasjutt;NOUN;O;1;no
võituma;VERB;O;1;no
laiemalt;ADV;O;1;no
muistent;NOUN;O;1;no
kohapärimus;NOUN;O;1;no
kõik;DET;O;1;yes
muu;PRON;O;1;yes
kaassihend;NOUN;O;1;no
ega;CCONJ;O;1;yes
tasuma;VERB;O;1;no
niimoodi;ADV;O;1;yes
lugema;VERB;O;1;no
hingetõmpe;NOUN;O;1;no
mõnikord;ADV;O;1;yes
jagu;NOUN;O;1;no
hoolima;VERB;O;1;no
jute;NOUN;O;1;no
tundma;VERB;O;1;no
maailm;NOUN;O;1;no
uskumus;NOUN;O;1;no
muutunu;NOUN;O;1;no
huvitav;ADJ;O;1;no
degema;VERB;O;1;no
kuhu;ADV;O;1;yes
takerduma;VERB;O;1;no
taha;ADP;O;1;yes
jalg;NOUN;O;1;no
kinni;ADV;O;1;no
jääma;VERB;O;1;no
rohkem;ADV;O;1;yes
tähendus;NOUN;O;1;no
rahvajututeema-aasta;NOUN;O;1;no
kohta;ADP;O;1;yes
koduleht;NOUN;O;1;no
pääl;NOUN;O;2;no
kaitse;NOUN;O;1;no
kaitsekümmend;NOUN;O;1;no
Facebook;PROPN;O;1;no
leht;NOUN;O;1;no
esimene;ADJ;O;1;no
kõrraskik;NOUN;O;1;no
saatex;NOUN;O;1;no
saga;NOUN;O;1;no
kokku;ADV;O;1;yes
ilve;NOUN;O;1;no
Kristi;PROPN;O;1;no
deva;NOUN;O;1;no
tähelepann;NOUN;O;1;no
Sissomed;PROPN;O;1;no
saatja;NOUN;O;1;no
veerand;NUM;O;1;no
tund;NOUN;O;1;no
edasi;ADV;O;1;yes
nõnda;ADV;O;1;yes
uudis;NOUN;O;1;no
kulleke;NOUN;O;1;no
teisipäev;NOUN;O;1;no
kolmveerand;NUM;O;1;no
seitse;NUM;O;1;no
õhtu;NOUN;O;1;no
