lemma;upos;ner tag;count;stopword
Vikerraadio;PROPN;O;1;no
lugemissoovitus;NOUN;O;1;no
,;PUNCT;O;59;no
jupp;NUM;O;1;no
aeg;NOUN;O;2;no
olema;AUX;O;33;yes
mina;PRON;O;15;yes
riiul;NOUN;O;1;no
puutumatult;ADV;O;1;no
seisma;VERB;O;1;no
Jevgeni;PROPN;O;1;no
Sissov;PROPN;O;1;no
romaan;NOUN;O;5;no
tõlge;NOUN;O;3;no
reaalsus;NOUN;O;3;no
.;PUNCT;O;35;no
nüüd;ADV;O;2;yes
see;DET;O;8;yes
raamat;NOUN;O;7;no
lugema;VERB;O;4;no
selge;ADJ;O;1;no
et;SCONJ;O;10;yes
ootama;VERB;O;3;no
oma;PRON;O;8;yes
õige;ADJ;O;1;no
ja;CCONJ;O;32;yes
kontekst;NOUN;O;2;no
nii;ADV;O;5;yes
nagu;SCONJ;O;4;yes
palju;PRON;O;2;yes
loema;VERB;O;1;no
hetk;NOUN;O;2;no
dekameroon;NOUN;O;1;no
või;CCONJ;O;7;yes
katk;NOUN;O;2;no
siis;ADV;O;4;yes
Kross;PROPN;O;1;no
kolm;NUM;O;1;no
vahel;ADP;O;1;yes
ikka;ADV;O;2;yes
vajama;VERB;O;1;no
hingeline;ADJ;O;1;no
pide;NOUN;O;1;no
kus;ADV;O;2;yes
inimene;NOUN;O;1;no
sama;DET;O;1;yes
seis;NOUN;O;2;no
ise;PRON;O;6;yes
viibima;VERB;O;1;no
aus;ADJ;O;1;no
isegi;ADV;O;5;yes
parem;ADJ;O;1;no
kui;SCONJ;O;7;yes
tegelane;NOUN;O;1;no
veel;ADV;O;2;yes
halvem;ADJ;O;1;no
väljapääsmatus;NOUN;O;1;no
olukord;NOUN;O;1;no
see;PRON;O;12;yes
tekitama;VERB;O;1;no
veidi;ADV;O;2;no
egoistlik;ADJ;O;1;no
kuid;CCONJ;O;2;yes
elujaatav;ADJ;O;1;no
tund;NOUN;O;1;no
hull;ADJ;O;1;no
elu;NOUN;O;4;no
kah;ADV;O;1;yes
ei;AUX;O;14;yes
kaasaeg;NOUN;O;1;no
vene;ADJ;O;1;no
autor;NOUN;O;2;no
ilmuma;VERB;O;2;no
tänapäev;NOUN;O;1;no
Punane;ADJ;O;1;no
sari;NOUN;O;1;no
juba;ADV;O;2;yes
mõni;DET;O;2;yes
aasta;NOUN;O;2;no
tagasi;ADP;O;1;yes
tõlkima;VERB;O;2;no
Ülar;PROPN;O;1;no
Lauk;PROPN;O;1;no
ilmselt;ADV;O;1;no
kõnetama;VERB;O;1;no
lugeja;NOUN;O;3;no
koma;NOUN;O;1;no
ilmumine;NOUN;O;2;no
