lemma;upos;ner tag;count;stopword
olema;VERB;O;16;yes
õhtu;NOUN;O;8;no
juba;ADV;O;18;yes
olema;AUX;O;285;yes
hämar;ADJ;O;1;no
ja;CCONJ;O;221;yes
kaminatuli;ADV;O;1;no
mõnusalt;ADV;O;1;no
soe;ADJ;O;2;no
.;PUNCT;O;256;no
kolmekesi;ADV;O;1;no
riiklik;ADJ;O;2;no
akadeemiline;ADJ;O;2;no
teater;NOUN;O;15;no
Vanemuine;PROPN;O;4;no
,;PUNCT;O;537;no
näitleja;NOUN;O;10;no
Endel;PROPN;O;5;no
Ani;PROPN;O;5;no
Elmar;PROPN;O;8;no
Salulaht;PROPN;O;3;no
mina;PRON;O;139;yes
kasutama;VERB;O;2;no
mags;NOUN;O;1;no
tofoma;VERB;O;1;no
helilint;NOUN;O;1;no
repertuaar;NOUN;O;1;no
nikerdama;VERB;O;1;no
puutükk;NOUN;O;3;no
kallal;ADP;O;2;yes
nurk;NOUN;O;1;no
sületäis;NOUN;O;3;no
halge;ADJ;O;1;no
kamin;NOUN;O;2;no
värvima;VERB;O;1;no
sõrmitsema;VERB;O;1;no
nii;ADV;O;43;yes
algama;VERB;O;7;no
õhtumees;NOUN;O;2;no
mitu;DET;O;3;yes
tahu;NOUN;O;1;no
vast;ADV;O;6;no
alustama;VERB;O;2;no
kõigepealt;ADV;O;1;yes
mis;PRON;O;33;yes
sina;PRON;O;59;yes
ühendama;VERB;O;3;no
?;PUNCT;O;24;no
kust;ADV;O;1;yes
tekkima;VERB;O;3;no
sõprus;NOUN;O;1;no
neelama;VERB;O;1;no
üks;DET;O;40;yes
maja;NOUN;O;5;no
val;NOUN;O;1;no
töötama;VERB;O;2;no
see;PRON;O;118;yes
kindlasti;ADV;O;1;no
palju;ADV;O;18;yes
aasta;NOUN;O;6;no
veel;ADV;O;12;yes
rahvas;NOUN;O;3;no
aga;CCONJ;O;38;yes
siis;ADV;O;118;yes
rohkem;ADV;O;3;yes
just;ADV;O;4;yes
et;SCONJ;O;79;yes
korter;NOUN;O;2;no
kõige;ADV;O;6;yes
üks;PRON;O;3;yes
ehitama;VERB;O;1;no
see;DET;O;73;yes
ütlema;VERB;O;28;no
elamine;NOUN;O;1;no
51.;ADJ;O;1;no
sügis;NOUN;O;1;no
teine;DET;O;3;yes
suvi;NOUN;O;1;no
saama;AUX;O;17;yes
valmis;ADJ;O;6;no
sees;ADV;O;4;yes
kumbki;DET;O;1;yes
mees;NOUN;O;10;no
saama;VERB;O;20;yes
oma;PRON;O;28;yes
tuba;NOUN;O;7;no
köök;NOUN;O;2;no
muidugi;ADV;O;27;yes
huvitavam;ADJ;O;1;no
sisustama;VERB;O;1;no
omapäraselt;ADV;O;1;no
kui;CCONJ;O;1;yes
ka;ADV;O;48;yes
lihtsalt;ADV;O;3;no
võtma;VERB;O;17;no
fantaasia;NOUN;O;1;no
energia;NOUN;O;2;no
abi;NOUN;O;3;no
hakkama;VERB;O;15;yes
ilustama;VERB;O;2;no
äranägemine;NOUN;O;1;no
järgi;ADP;O;1;yes
nimelt;ADV;O;2;no
põletama;VERB;O;1;no
muster;NOUN;O;1;no
sinna;ADV;O;4;yes
peale;ADV;O;7;yes
tulema;VERB;O;33;yes
kirju;ADJ;O;1;no
tegema;VERB;O;63;yes
Anned;PROPN;O;1;no
uks;NOUN;O;3;no
praegu;ADV;O;11;yes
seal;ADV;O;43;yes
kapitaalremont;NOUN;O;1;no
lubama;VERB;O;2;no
ära;ADV;O;23;yes
mälestus;NOUN;O;1;no
panema;VERB;O;10;no
kuskil;ADV;O;5;yes
muuseum;NOUN;O;1;no
eakas;ADJ;O;3;no
muu;PRON;O;2;yes
minema;VERB;O;30;yes
aurik;NOUN;O;1;no
uurima;VERB;O;2;no
ilustus;NOUN;O;1;no
peal;ADV;O;1;yes
igasugune;DET;O;4;yes
põletamine;NOUN;O;1;no
tee;NOUN;O;1;yes
väga;ADV;O;32;yes
aeg;NOUN;O;15;no
suits;NOUN;O;1;no
täis;ADJ;O;1;no
tööaeg;NOUN;O;1;no
töö;NOUN;O;11;no
üldse;ADV;O;6;no
uneaeg;NOUN;O;1;no
pidama;AUX;O;9;yes
juures;ADP;O;6;yes
omadus;NOUN;O;1;no
kuna;SCONJ;O;5;yes
küllaltki;ADV;O;1;no
pingeline;ADJ;O;1;no
närv;NOUN;O;2;no
pingutav;ADJ;O;1;no
kuidagiviisi;ADV;O;1;no
nagu;SCONJ;O;23;yes
laskma;VERB;O;2;no
tagasi;ADV;O;8;yes
mõte;NOUN;O;5;no
mujale;ADV;O;1;yes
uhkus;NOUN;O;1;no
omamoodi;ADV;O;2;no
puhkus;NOUN;O;2;no
meeldiv;ADJ;O;1;no
seega;ADV;O;1;yes
kui;SCONJ;O;63;yes
miski;PRON;O;26;yes
valmis;ADV;O;4;no
tegemine;NOUN;O;1;no
rõõm;NOUN;O;4;no
iseenesest;ADV;O;1;yes
tore;ADJ;O;9;no
suurem;ADJ;O;3;no
nägema;VERB;O;10;no
tema;PRON;O;76;yes
valm;NOUN;O;1;no
ees;ADP;O;3;yes
suutma;VERB;O;2;no
tervik;NOUN;O;1;no
meeldima;VERB;O;6;no
alati;ADV;O;8;yes
õige;ADJ;O;2;no
inetus;NOUN;O;2;no
ilus;ADJ;O;4;no
inetu;ADJ;O;2;no
Tartu;PROPN;O;2;no
linn;NOUN;O;2;no
peal;ADP;O;5;yes
inetum;ADJ;O;1;no
välimus;NOUN;O;1;no
hästi;ADV;O;6;no
asi;NOUN;O;23;no
juurde;ADV;O;1;yes
asuma;VERB;O;1;no
mõnikord;ADV;O;2;yes
võima;AUX;O;11;yes
leidma;VERB;O;11;no
huvitav;ADJ;O;6;no
materjal;NOUN;O;3;no
laps;NOUN;O;3;no
kasvatama;VERB;O;2;no
niisugune;DET;O;20;yes
loodus;NOUN;O;1;no
vaatlemine;NOUN;O;1;no
vaim;NOUN;O;3;no
sisse;ADP;O;2;yes
möödunud;ADJ;O;3;no
teatriühing;NOUN;O;1;no
puhkekodu;NOUN;O;1;no
mets;NOUN;O;3;no
merekallas;NOUN;O;1;no
kõik;PRON;O;12;yes
poiss;NOUN;O;3;no
puu;NOUN;O;4;no
jändrik;NOUN;O;1;no
käima;VERB;O;10;no
oks;NOUN;O;1;no
nisuke;NOUN;O;1;yes
viimane;ADJ;O;3;no
10;NUM;O;3;no
aastane;ADJ;O;1;no
tegija;NOUN;O;2;no
Aivo;PROPN;O;1;no
tooma;VERB;O;3;no
ahi;NOUN;O;1;no
kütma;VERB;O;1;no
krabama;VERB;O;1;no
sääl;NOUN;O;1;no
alu;NOUN;O;1;no
oi;INTJ;O;3;yes
isa;NOUN;O;1;no
siit;ADV;O;2;yes
linnuke;NOUN;O;1;no
papagoi;NOUN;O;1;no
koor;NOUN;O;5;no
puukoor;NOUN;O;1;no
pragu;NOUN;O;1;no
rippuma;VERB;O;1;no
sein;NOUN;O;1;no
nüüd;ADV;O;11;yes
käsi;NOUN;O;8;no
ehitatud;ADJ;O;1;no
küllap;ADV;O;2;no
ju;ADV;O;9;yes
varem;ADV;O;3;no
pisut;ADV;O;1;yes
nikerdamine;NOUN;O;2;no
tundma;VERB;O;5;no
huvi;NOUN;O;4;no
vähemalt;ADV;O;1;yes
vastu;ADP;O;4;yes
no;INTJ;O;14;no
vähem;ADJ;O;1;no
määr;NOUN;O;1;no
ikka;ADV;O;19;yes
päris;ADV;O;3;yes
isetegevuslik;ADJ;O;1;no
kunstnik;NOUN;O;2;no
kannatama;VERB;O;1;no
mõõt;NOUN;O;1;no
välja;ADV;O;9;yes
sõbralt;NOUN;O;1;no
ükskord;ADV;O;6;no
hiigla;ADV;O;1;no
puunikerdus;NOUN;O;1;no
koer;NOUN;O;2;no
kass;NOUN;O;1;no
loom;NOUN;O;1;no
inimene;NOUN;O;7;no
vaatama;VERB;O;14;no
siiski;ADV;O;4;yes
kannatus;NOUN;O;2;no
huvitav;VERB;O;1;no
teinekord;ADV;O;6;no
pool;NUM;O;4;yes
ei;AUX;O;69;yes
ainult;ADV;O;10;yes
paar;NUM;O;2;no
lõige;NOUN;O;1;no
juur;NOUN;O;2;no
kujukene;NOUN;O;1;no
või;CCONJ;O;21;yes
niisugune;ADJ;O;4;yes
kerge;ADJ;O;5;no
vaev;NOUN;O;3;no
aga;ADV;O;2;yes
ikkagi;ADV;O;1;yes
silm;NOUN;O;9;no
oskama;VERB;O;5;no
seesama;ADJ;O;1;yes
tehtud;ADJ;O;1;yes
vä;ADV;O;1;no
sõna;NOUN;O;9;no
pilv;NOUN;O;1;no
nägu;NOUN;O;5;no
