lemma;upos;ner tag;count;stopword
olema;AUX;O;257;yes
Peeter;PROPN;O;3;no
Helme;PROPN;O;2;no
ning;CCONJ;O;5;yes
algama;VERB;O;1;no
saatesari;NOUN;O;1;no
nii;ADV;O;29;yes
tema;PRON;O;84;yes
tapma;VERB;O;4;no
mina;PRON;O;49;yes
Ferdinand;PROPN;O;7;no
üheksas;ADJ;O;1;no
ja;CCONJ;O;167;yes
viimane;ADJ;O;3;no
saade;NOUN;O;10;no
.;PUNCT;O;229;no
varasem;ADJ;O;1;no
kaheksa;NUM;O;2;no
jooksul;ADP;O;2;yes
läbi;ADV;O;6;yes
võtma;VERB;O;9;no
elu;NOUN;O;4;no
olu;NOUN;O;1;no
enne;ADP;O;3;yes
sõda;NOUN;O;39;no
ajal;ADP;O;2;no
pärast;ADP;O;9;yes
see;PRON;O;107;yes
nüüd;ADV;O;17;yes
tegelikult;ADV;O;4;no
aeg;NOUN;O;8;no
rääkima;VERB;O;15;no
,;PUNCT;O;393;no
mis;PRON;O;68;yes
juba;ADV;O;9;yes
pealkiri;NOUN;O;5;no
kogu;DET;O;6;yes
olema;VERB;O;6;yes
nimelt;ADV;O;8;no
kirjandus;NOUN;O;13;no
raamat;NOUN;O;16;no
ülemöödunud;ADJ;O;1;no
ütlema;VERB;O;17;no
Eesti;PROPN;O;4;no
diplomaat;NOUN;O;1;no
kool;NOUN;O;4;no
asedirektor;NOUN;O;1;no
Vahur;PROPN;O;1;no
Made;PROPN;O;1;no
et;SCONJ;O;114;yes
esimene;ADJ;O;35;no
maailmasõda;NOUN;O;25;no
20.;ADJ;O;1;no
sajand;NOUN;O;4;no
Euroopa;PROPN;O;1;no
ajalugu;NOUN;O;2;no
kõige;ADV;O;3;yes
olulisem;ADJ;O;1;no
sündmus;NOUN;O;6;no
pakkuma;VERB;O;1;no
peamurdmine;NOUN;O;1;no
veel;ADV;O;14;yes
palju;PRON;O;6;yes
ajaloolane;NOUN;O;2;no
tegu;NOUN;O;4;no
tõesti;ADV;O;4;yes
sedavõrd;ADV;O;1;no
suur;ADJ;O;11;no
maailm;NOUN;O;4;no
vist;ADV;O;4;yes
ka;ADV;O;47;yes
inimene;NOUN;O;10;no
või;CCONJ;O;31;yes
vähemasti;ADV;O;2;no
kindlasti;ADV;O;5;no
lääs;NOUN;O;1;no
muutma;VERB;O;2;no
kinnitama;VERB;O;1;no
tõsiasi;NOUN;O;2;no
kuivõrd;ADV;O;2;yes
palju;ADV;O;14;yes
käsitlema;VERB;O;4;no
ilukirjandus;NOUN;O;1;no
kui;CCONJ;O;3;yes
ajalookirjandus;NOUN;O;1;no
kirjutama;VERB;O;22;no
erinev;ADJ;O;3;no
tulema;VERB;O;13;yes
nagunii;ADV;O;1;no
kolmas;ADJ;O;1;no
tsiteerima;ADJ;O;1;no
Ernst;PROPN;O;5;no
jünger;NOUN;O;3;no
selline;DET;O;41;yes
maailmakirjandus;NOUN;O;2;no
suurkuju;NOUN;O;1;no
nagu;SCONJ;O;15;yes
õõne;ADJ;O;1;no
Hemingway;PROPN;O;2;no
muidugi;ADV;O;2;yes
