keyphrase;score
lehekülg;0.3631
juhtuma;0.3629
leht;0.3439
raamat;0.3417
väike;0.3364
võib-olla;0.3331
malekell;0.3289
kodune;0.3258
sündima;0.3221
;0.3202
käima;0.3184
nimekiri;0.3173
võimalik;0.3145
liitma;0.3144
köis;0.3142
koolipoiss;0.3128
koosnema;0.3127
mahtuma;0.3095
jääma;0.3093
inimene;0.3067
õpilane;0.3023
jätkuma;0.3014
väiksem;0.3009
koht;0.2992
panema;0.299
lugema;0.2987
maleelu;0.2987
pall;0.2982
originaal;0.2977
sünnipea;0.2973
hendrik;0.2956
kollektiiv;0.2956
keskkool;0.2956
maletaja;0.2938
jõudma;0.2936
liikuma;0.2926
arvuti;0.292
suguvõsa;0.2911
jooksma;0.2905
ostma;0.2903
kodu;0.2898
jooksev;0.2897
lõikama;0.2896
pillikeel;0.2893
aasta;0.2891
algus;0.2883
valima;0.2881
pärit;0.288
arvatavasti;0.2867
koguma;0.2863
ajakiri;0.2861
üksik;0.2861
punkt;0.2859
olemine;0.2853
nimi;0.285
ringkond;0.2843
kaart;0.2842
kurss;0.2841
põikpäine;0.2833
järelkasv;0.2829
tõenäolisem;0.2827
ronimine;0.2822
tõmbama;0.2818
poiss;0.281
valge;0.2804
suurem;0.2804
probleem;0.2804
rakk;0.2804
individuaalne;0.2802
äri;0.2801
ühekordne;0.2798
malelinn;0.2795
puu;0.2783
lõpetama;0.2775
umbusk;0.275
ajalugu;0.2742
mitmed-mitmed;0.2737
pärnu;0.2736
partii;0.2727
maleklubi;0.2725
male;0.2716
osa;0.2715
organiseerimine;0.2713
tegelema;0.2704
klass;0.2703
mootor;0.2702
meesmaletaja;0.2698
loom;0.2692
eestlane;0.2689
vesi;0.2686
töö;0.2686
tunnetama;0.2679
maksma;0.2678
ruuduline;0.2676
mõtlema;0.2672
kotkas;0.2672
ülemaailmne;0.2666
korjama;0.266
jäll;0.2658
sisemine;0.2656
nähtav;0.265
kohk;0.2648
kahtlustama;0.2644
muretsema;0.2644
talvis;0.264
esinema;0.264
esimene;0.2635
paul;0.2624
valimiskoosolek;0.2611
laine;0.2607
rannik;0.2603
lennukipilet;0.2597
esikoht;0.2596
kinnine;0.2594
moodustama;0.2591
nägu;0.2582
leidma;0.258
vanker;0.2578
saksa;0.2578
välismaalane;0.2575
puuduma;0.2559
süda;0.2557
külaots;0.2555
materjal;0.2553
õnnestuma;0.2548
aitama;0.2546
kontrollima;0.2545
konarustata;0.2544
bobifissar;0.2539
pioneer;0.2528
ühiskondlik;0.2526
seoses;0.2525
aspekt;0.2519
sidemängija;0.2513
häiriv;0.2512
neljand;0.2511
maal;0.2508
mõistma;0.2506
võistlus;0.2504
sorteerin;0.2496
õppimine;0.2484
tunnus;0.2482
elanik;0.2477
karikas;0.2473
sellen;0.2466
pisiasija;0.2466
kuskilt;0.2465
härra;0.2461
noor;0.2457
kond;0.2456
malt;0.2455
samm;0.2455
lihtne;0.2452
malering;0.2448
euroopa;0.2445
pöörles;0.2444
treeneritöö;0.2438
ettevalmistus;0.2436
hiljem;0.2434
koostöö;0.2433
eriti;0.243
võrkpall;0.2427
naiskond;0.2413
pintsak;0.2411
ühiselamu;0.2406
post;0.2406
rahvuslus;0.24
põhjus;0.24
tavaliselt;0.2391
foto;0.2383
kiling;0.2377
kummark;0.2366
pere;0.2364
pikk;0.2347
uus-meremaa;0.2341
sõber;0.234
klassika;0.2333
venemaa;0.233
annaal;0.2313
madeline;0.2311
nädalalõpp;0.2309
pisiasi=;0.2307
kalkuleer;0.2306
süsteem;0.2301
pulss;0.2298
õde;0.2285
maria;0.2267
mäletaja;0.2266
kandideerisin;0.2262
korrektne;0.2255
juurdane;0.2247
lasteaed;0.2237
laesson;0.2231
põnev;0.2136
kava;0.2123
föderatsioon;0.2105
-te;0.2063
kontingent;0.2053
50;0.1945
85000;0.185
