keyphrase;score
mere_riik;0.4153
saare_maa;0.4025
järv;0.3951
järvel;0.3908
mere_mõõt;0.3902
mere_põhi;0.3869
mere_mees;0.3851
lääne_meri;0.3834
põhja_rannik;0.3779
mere_kultuurne;0.3746
mere_päev;0.371
mere_lõvi;0.3684
mere_luurelennu=k;0.3671
mere_miil;0.3649
vee_tase;0.3606
mere_kultuur;0.3606
laeva_tehane;0.3529
maa_vanem;0.3498
mere_karu;0.3497
mere_mägi;0.3494
mere_muusikas;0.3489
vene_maa;0.348
vesi;0.3463
mere_haridus;0.345
mereline;0.3418
riigi_pea;0.341
mere_pilt;0.3406
kommenteeri=m;0.3393
laeva_mudel;0.3362
mäleta=m;0.3356
merendus_valdkond;0.3347
laeva_ohvitser;0.3335
maa_ilm;0.3334
rannik;0.3324
kodu_maa;0.332
mere_kool;0.3318
sadama_kai;0.3301
all_vee_laev;0.3294
lääne-euroopa;0.3266
mere_vägi;0.3241
laeva_pere;0.3239
mere_akadeemia;0.3238
juht_laev;0.3229
üle_kanne;0.3221
eesti;0.3179
akvatoorium;0.3176
vee_tee;0.3166
laeva_jutt;0.3161
jääma;0.3145
kagu-eesti;0.3143
lääne_mereku_ltuur;0.3137
esi_vanem;0.3126
väike_laev;0.312
kirjutama;0.3111
riik;0.3106
situatsioon;0.3098
ilmastiku_tingimus;0.3097
meri;0.3095
ootama;0.3094
laeva_meeskond;0.3092
toimuma;0.3087
sadama_kailt;0.3083
kuulma;0.3073
maa;0.3057
tahu=tu;0.3053
neti_kaater;0.3048
rahvus_vaheline;0.3048
maakond;0.3045
merendus;0.3044
kures_saare;0.3044
varusta=s;0.3034
purjekas;0.3033
õhu_masin;0.3025
teadma;0.3013
uurimis_lael;0.301
pärnu_maa;0.3009
võimalik;0.3003
üle_lend;0.3001
;0.2998
õpi_lase_estlane;0.2983
lõppema;0.2979
lipu_laev;0.2976
vastama;0.2971
eel_kõige;0.2967
ette_heide;0.2944
vahe_peal;0.2944
võimalus;0.2944
jätkama;0.2939
paraad_laev;0.2935
kuuluma;0.2933
piirkond;0.2928
parateeri=v;0.2907
õppima;0.2893
sööma;0.2884
täiendama;0.2876
seal_pool;0.2876
inimene;0.2875
arvama;0.287
üles_anne;0.287
väljas_pool;0.2866
ilma_teade;0.2865
est_heri;0.2863
muud_kui;0.2856
looma;0.2849
laev;0.2848
raadio_eeter;0.2845
lendama;0.2844
lugema;0.2843
puhasta=ta;0.2839
pae_kivi;0.2836
salvesta=tud;0.2835
laevandus;0.2833
kesk_astme_õpe;0.2831
kohuse_täitja;0.2828
elanikkond;0.2819
artikkel;0.2816
teadvusta=mine;0.2815
võimaldama;0.2813
iga_sugune;0.2809
jälgimine;0.2807
piiri_valve_sadam;0.2805
reporter;0.2804
järel_kasv;0.2801
olenema;0.2801
ava_vorm;0.2795
elektrooniline;0.2792
hiljem;0.2792
saar;0.2789
ühe_sõnaga;0.278
kuulaja;0.2761
küsimus;0.2755
kapten;0.2754
töötama;0.2752
rahva_arv;0.274
alus;0.2738
au_pauguta=mine;0.2736
kohalik;0.2736
kandma;0.2736
olu_kord;0.2727
ideaalne;0.2723
kaitse_ingel;0.2723
põhjal;0.2712
istuma;0.2709
elamine;0.2707
sündmus;0.2701
valmistama;0.2695
märkama;0.2686
väljuma;0.268
avastama;0.2671
ala=nud;0.2663
rääkima;0.2658
saarlane;0.2658
seadma;0.2652
meteroloog;0.265
salu=ut;0.2644
õpilane;0.2643
naine;0.2641
investeerimine;0.264
sadam;0.2634
küla;0.2618
signaal_lipp;0.2618
peeter;0.2616
ehitav;0.2613
suurus;0.2602
tulevik;0.2601
andmed;0.2595
läbima;0.2592
põhi;0.2588
ümbritsema;0.2578
selle_pärast;0.2571
nägema;0.257
arvuti;0.2553
sõnastama;0.2553
vastutav;0.2552
mõiste;0.255
sõit=nud;0.2549
materjal;0.2548
süsteem;0.2505
ohutus;0.2494
traditsiooniline;0.2493
õhtu;0.2491
nahk;0.249
ülemine;0.2485
jälg;0.2464
tavaliselt;0.2449
mast;0.2445
jääde;0.2436
kasmere;0.2434
oht;0.2433
uudis;0.2389
mälu;0.2381
oluline;0.2374
professionaal;0.2369
kogemus;0.2368
prantsuse;0.2343
kuu;0.2321
näiteks;0.2299
kvalifikatsioon;0.2287
aupauk;0.2242
edinburg;0.1974
