keyphrase;score
raadio;0.3447
kuulma;0.3381
kuulama;0.3369
geoloogiadoktor;0.3349
kanal;0.3314
lõuna-roots;0.3282
läänemereosa;0.3276
värav;0.3275
arutelu;0.3272
põhjameri;0.3265
geoloogiline;0.3258
klimatoloog;0.3215
järv;0.3205
põhjarannik;0.3192
geoloog;0.3189
projekteerija;0.3188
keskkonnakaitsemees;0.3182
rannauurija;0.3175
põhjaosa;0.3151
rannik;0.314
uurija;0.3137
uurimistöödejuhataja;0.3136
austraallane;0.3135
põhja-eesti;0.3131
uurimistöö;0.3126
geoloogia;0.3126
piirkond;0.3119
rääkima;0.3119
akvatoorium;0.3085
kuulaja;0.3081
saar;0.308
merikogu;0.3071
uurima;0.3068
projekteerimine;0.3068
veekogu;0.3057
ookean;0.3019
istuma;0.3006
kanalisatsioonitorustik;0.2998
lahepoolne;0.2997
keskkond;0.2993
atmosfäär;0.2982
ookeanitase;0.2982
projekt;0.2966
ökoloogiline;0.2966
keskkonnaministeerium;0.2954
õhtune;0.295
uuritav;0.2949
orvik;0.2948
kõrv;0.2948
aafrika;0.2947
töötama;0.2939
teadlane;0.2937
küsimus;0.2934
nordic;0.2931
poolsaar;0.2927
jälgima;0.2927
eestlane;0.2923
territoorium;0.2921
kõrvalkanal;0.2917
sadamapiirkond;0.291
lõuna;0.291
saaremaa;0.2899
öö;0.2893
kontinent;0.2889
satelliit;0.2881
lahter;0.288
raudtee;0.2873
veepiir;0.2867
planeerija;0.2865
teooria;0.2863
probleem;0.286
põhja-ameerika;0.286
säär;0.2845
viibima;0.284
ajalooline;0.2836
hull;0.2833
planeer;0.2827
nurk;0.2825
aalne;0.2824
rahvusvaheline;0.2822
hüdrogeoloogia;0.2817
metallrõngas;0.2811
merevõib-olla;0.2807
lõuna-hiiumaa;0.2806
looduskaitse;0.2804
luitehari;0.2788
soolavesi;0.2788
kalamees;0.2788
magistraalkanal;0.2784
sekretär;0.2761
ootama;0.276
arhitektuur;0.2756
oluline;0.2754
asjatundja;0.2745
keel;0.2744
merealune;0.2738
elukoht;0.2734
luitevall;0.2725
viimane;0.2719
mereelu;0.2715
saksamaa;0.2709
vask;0.2706
talvine;0.2703
huvitav;0.2698
tuuker;0.2688
jääaeg;0.2686
punane;0.2678
materjal;0.2678
lugi;0.2673
suue;0.2672
läti;0.2671
kaevataks;0.2661
allavesi;0.2659
hollandlane;0.2657
põllumajandus;0.2654
kirjutama;0.2653
teemaplaneering;0.2651
pealkiri;0.2644
nõunik;0.2643
väljak;0.2641
jutt;0.264
rootslane;0.2639
päevakord;0.2629
metsakasvataja;0.2628
mõtlema;0.2622
ehituskeeluvöö;0.2617
asjajaam;0.2615
temperatuur;0.2613
hiljem;0.2612
kalur;0.2609
kuressaare;0.2607
suvil;0.2599
arvuti;0.2598
järelvaatlus;0.2597
elektriliin;0.2594
värvima;0.2588
soolne;0.2583
laev;0.2577
õpetama;0.2576
paadiehitaja;0.2573
kihvt;0.2572
tundraal;0.257
haigur;0.2566
praktiline;0.2563
euroopa;0.2563
tõlkima;0.2555
lõppema;0.2555
inglise;0.255
seoses;0.2544
leedulane;0.2542
seriaal;0.254
orkaan;0.2539
äär;0.2539
häirekeel;0.2536
kõrgusjoon;0.2533
muusikaline;0.2533
102000;0.2531
saal;0.2505
keskne;0.2504
sügavus;0.2492
seaduseelnõu;0.2488
võib-olla;0.2487
põhjustama;0.2487
suusatamine;0.2486
siinsamas;0.2485
laine;0.2481
aasta;0.2479
majutaja;0.2474
kommunikatsioon;0.247
kaitse;0.246
korall;0.2456
alasüsteem;0.2453
organisatsioon;0.2446
vaade;0.2443
sotsiaalne;0.244
scocerak;0.2439
soovitama;0.243
tund;0.2423
sadamine;0.2417
efekt;0.2416
maakoor;0.2407
jaa-jaad;0.2401
ujutatav;0.2385
kaukasus;0.2383
puhastamisvõimalus;0.2383
reageerima;0.2381
jaanuaris-veebruar;0.238
aasia;0.2377
taluhoov;0.2365
kongress;0.2349
sakslane;0.233
helikopter;0.2329
ohujoon;0.2317
nurgeline;0.231
komeeter;0.2297
80993;0.2274
signaal;0.2267
skulptuurikeskus;0.2251
gaas;0.2207
;0.2158
