keyphrase;score
euroliit;0.4201
junckeri;0.3805
euroopa;0.3695
peeter;0.3429
ühendaja;0.3149
juunikuu;0.3111
ida-euroopa;0.3083
julius;0.2992
majanduspoliitika;0.2966
juuni;0.2952
jutt;0.2948
veskiorg;0.2919
kriis;0.2915
kõnelus;0.2871
jask;0.2868
väikeline;0.2863
väike;0.2823
ühendama;0.2807
jutujärg;0.2781
juuline;0.2757
britt;0.2756
juubel;0.273
suvine;0.2718
briti;0.2713
sündmus;0.2675
organiseerija;0.2657
majandus;0.2656
rääkima;0.265
olukord;0.2648
muusikafestival;0.2637
kuukaktus;0.2632
suurbritannia;0.262
eelarvekava;0.2608
natukene;0.2604
nöör;0.26
kest;0.2598
muusik;0.2586
kokkutulek;0.2581
läbirääkimine;0.2578
muusika;0.2576
brüssel;0.2573
tekst;0.2569
kurvastam;0.2565
kompus;0.2562
suu;0.2559
küsimus;0.2556
ainukene;0.2555
näpp;0.2541
sõnum;0.2534
nurjumine;0.2516
muusikapäev;0.2507
leppima;0.25
ebamõistlik;0.2497
sõna;0.2493
vaidlus;0.2475
kokkuvõte;0.2466
õhtu;0.2465
lääs;0.2463
tõrge;0.2447
liige;0.244
pärnu;0.243
kapp;0.2429
finantsperspektiiv;0.2422
puurem;0.2412
prantsusmaa;0.241
šveitslane;0.2407
meeter;0.2399
nestor;0.2397
õis;0.2393
õigeusk;0.2366
peaminister;0.2362
grünberg;0.2362
äik;0.2361
kesk-eesti;0.2358
tuberik;0.2357
kontekst;0.2357
üldisem;0.2356
2007;0.2352
väljapanek;0.2342
luksemburg;0.2322
toimuma;0.2312
suhkrutrahv;0.2311
oluline;0.231
klassikaline;0.2306
lähenev;0.2306
rõhuma;0.2303
esineja;0.2303
üksmeel;0.2301
lennujaam;0.2297
hääl;0.2295
irja;0.2292
koidik;0.2281
mõlgub;0.2279
rist;0.2279
kuulama;0.2275
ebaõnnestumine;0.2274
tarbijaläbirääkimine;0.2268
kuus;0.226
perenaine;0.2259
hüppama;0.2255
igav;0.2253
raadio;0.2246
poliitiline;0.2232
peegelpilt;0.223
kulutus;0.2229
eesistuja;0.2229
saare;0.2226
koguma;0.2226
rumal;0.222
võimalik;0.2219
selgitus;0.2216
ekstreemne;0.2215
struktuuriline;0.2202
elanik;0.2198
rahakasutus;0.2197
liitumisleping;0.2194
jätkuma;0.2191
blair;0.2191
tartu;0.2189
nägema;0.2189
prantslane;0.2186
jose;0.2182
komisjon;0.2177
sisask;0.2173
hommikutund;0.2172
säästmine;0.2166
sügav;0.2164
inimene;0.2162
optimistlik;0.2161
mõõde;0.2161
päevakada;0.2157
kõrge;0.2154
valimine;0.2152
põhjustama;0.2151
jean-claud;0.215
hilisöön;0.2148
telefoniühendus;0.2143
põllumajandus;0.2142
lõppema;0.2137
kommentaar;0.2133
tänane;0.213
deklaratsioon;0.2128
haridus;0.2127
uudistaja;0.2127
panema;0.2126
lennupäev;0.2123
lagu;0.2118
välisriik;0.2116
puu;0.2111
kroon;0.2109
kasvuhoon;0.2105
päikesekontsertsoomaal;0.2104
viimane;0.2103
vahelduv;0.2102
idee;0.2099
arvama;0.2095
puuduma;0.2092
suure-jaan;0.2087
kontserdipaik;0.2078
vahend;0.2074
noor;0.2072
süüdistama;0.2072
artur;0.2062
pikk;0.2055
üllatuma;0.2037
munand;0.2033
planeerima;0.2025
paik;0.2021
punane;0.2017
kurss;0.2008
paar;0.1997
lukas;0.1991
2013;0.1983
töötamine;0.198
kraad;0.1978
riigikogu;0.1973
kiriku-mõis;0.1971
temaatika;0.1962
häbi;0.196
kohalik;0.196
meelsus;0.195
varsti;0.1947
pubi;0.1945
barroso;0.1943
viivitus;0.1933
miinimumpalk;0.1932
koni;0.1932
sotsiaaldemokraat;0.1906
tanel;0.1874
maailm;0.1871
ajagraafik;0.1867
huvitavam;0.1858
konsul;0.1857
grupijuht;0.1839
4000;0.1823
maotaoline;0.1813
;0.1725
koorikontsert;0.1719
zahharov;0.1703
mungaklooster;0.1701
