keyphrase;score
ain-alar;0.3985
alane;0.3849
kuulaja;0.3812
hingamine;0.3787
sportlane;0.3722
kuulma;0.3675
tervisesportlane;0.3663
starrane;0.3649
kuulduma;0.3616
iga-aastane;0.3579
raadio;0.3564
aeromänn;0.3561
staadion;0.3559
helistama;0.3498
ainaar;0.3469
suusataja;0.3466
hingamata;0.3415
naeratama;0.3383
aeramene;0.3383
algaja;0.3372
allar;0.3363
aeramine;0.3346
võistluspaik;0.3337
võistlustav;0.3333
sündmus;0.3327
tallinn;0.3314
lihtne;0.3302
sõber-tuttav;0.3296
inimene;0.3294
eestlane;0.3281
jaanuar;0.3277
hääldama;0.3274
jooksumees;0.3263
austraalia;0.3258
harrastaja;0.3251
sarnane;0.3222
treeningvõimalus;0.3218
ajakirjanik;0.3189
lõõgastumine;0.3188
alarik;0.3181
aasta;0.3172
kõlama;0.3163
võib-olla;0.3159
aktiivne;0.3154
juunior;0.3154
algus;0.3152
normaalne;0.315
kuuluma;0.3147
noormees;0.3139
osaleja;0.3137
ironman;0.3136
naljakam;0.3135
tippsportlane;0.3135
puhkama;0.3131
ootama;0.313
hava;0.3119
suusatamine;0.3117
häirima;0.3112
heline;0.3111
kergem;0.3111
maraton;0.3104
juhtuma;0.3101
vanusegrupp;0.3073
puhuv;0.3072
adrenaliin;0.3057
keskpaik;0.3055
liige;0.3054
saal;0.3035
liituma;0.3032
väljakutse;0.3026
jääma;0.3025
emotsioon;0.3015
külaline;0.3013
meeldima;0.301
jõuluturniir;0.3008
lõpetama;0.3001
enner;0.3
käima;0.2999
lipsama;0.298
saade;0.298
professionaalne;0.2969
tänulik;0.2954
aastavahetus;0.2947
laulja;0.2939
tuuline;0.2931
töötama;0.293
aamen;0.2922
valima;0.2903
sellealane;0.2899
ühendriik;0.2892
kaaluma;0.2887
treeninglaager;0.2887
juhanson;0.2882
triatloniklubi;0.2881
spordijuht;0.2879
tüüp;0.2877
mõistma;0.2864
aitama;0.2858
intensiivne;0.2855
laager;0.2852
ütlema;0.2851
finishijoon;0.2843
ookean;0.2841
alahind;0.2839
mõtlema;0.2836
tehniline;0.2835
ain;0.2833
kandma;0.2826
põlv;0.2824
väike;0.2824
kaks-kolm;0.2823
kvalifikatsioonivõistlus;0.2823
maailmameistrivõistlus;0.2821
arizona;0.2817
tähendama;0.2814
treener;0.2812
jaa;0.2809
vaatama;0.2805
nimi;0.2804
ujuma;0.28
ebareaalne;0.2793
lühem;0.2791
kõrge;0.2786
istuma;0.2784
koht;0.2784
viimane;0.2782
albert;0.2778
leidma;0.2775
triaater;0.2766
kvalifitseerunud;0.2761
lähenema;0.2761
teater;0.2756
alternatiiv;0.2755
vesi;0.2754
vaatevinkel;0.2753
kanaar;0.2752
lööma;0.2752
vastus;0.2737
süsteem;0.2734
alakivipallur;0.2732
sissejuhatus;0.273
täispikk;0.2729
külmetushaigus;0.2727
virvarr;0.2716
otsene;0.2714
proovima;0.2704
üldtrenn;0.2703
sõjaväeealine;0.2699
probleem;0.2698
hapnik;0.2692
tõeline;0.2692
põhjus;0.2691
kahtlus;0.2691
aeg;0.269
anstrunk;0.2685
absoluutne;0.2684
tutvustama;0.268
füüsiline;0.268
märtsikuu;0.2674
motivaator;0.2672
nädal;0.2667
meedia;0.2664
ainukene;0.2662
klubi;0.2661
vorm;0.266
keskenduma;0.2658
süda;0.2656
üht-teist;0.2655
vulkaan;0.2652
palav;0.2649
lahti;0.2648
näiteks;0.2644
hästi-hästi;0.264
lanzaro;0.2638
imiteer;0.2638
igav;0.2635
põhja-euroopa;0.2628
jonnak;0.2609
ringkond;0.2605
saateauto;0.2603
merealune;0.2602
saar;0.2592
efekt;0.2589
purunemine;0.2583
känd;0.2581
;0.2578
materjal;0.2571
klapp;0.2559
raiend;0.2557
eksimisvõimalus;0.2551
miniatuurne;0.2548
trenn;0.2516
traagiline;0.2506
auhind;0.2501
kaheballoon;0.2476
ihk;0.247
energia;0.2402
täna;0.2354
puhttehniline;0.234
kilomeeter;0.227
