keyphrase;score
eesti_keelne;0.4307
soome_keelne;0.4269
keele_sõnum;0.4223
keele_saade;0.401
keele_mees;0.3976
inglise_keelne;0.3971
keele_oskus;0.396
keele_pärane;0.3873
kirja_keel;0.3868
kuulama;0.3808
keele_võistlus;0.3746
oskus_keel;0.3732
keele_pruuk;0.3726
keele_nõusta=ja;0.3705
keele_tehnoloogia;0.3681
eks_maa;0.368
keeltor;0.3656
keele_hoolde_protsessi;0.3637
välja_õpetamine;0.3609
kuulamine;0.3587
keele_toimetaja;0.3567
nimi_sõna;0.3547
räägi=me;0.3545
õppima;0.3533
järve=v;0.353
võõr_sõna;0.353
kohmaka=m;0.3526
elektron;0.3476
eesti;0.346
välja_hinga=mine;0.3457
eesti_pärase=m;0.345
rääkima;0.344
välis_maalane;0.3429
lääne-eesti;0.3422
kohvi_lause;0.3419
lugema;0.341
jätku_suutlik;0.3404
kee_lealane;0.3399
eestlane;0.3379
välja_ütlev;0.3379
sisse_hinga=mine;0.3371
sõna_tuletus;0.3366
talve_paka;0.336
mai_eis;0.3354
kuulne;0.335
tali_härm;0.3343
maha_jäämine;0.3341
käsi_kiri;0.3338
õpetama;0.3336
siin_kohal;0.3333
nahk_hiir;0.3333
üle_jääk;0.3326
mis_sugune;0.3319
õhk;0.331
keskus_telu;0.3307
üli_kool;0.3304
aasta_kümme;0.3301
soome_pärane;0.3296
lõppa_ruan;0.3288
sinimust_valge;0.3261
ühte_moot;0.3259
keel;0.3255
jei_lama;0.3212
pea_tee;0.3205
sõna_loome;0.3204
õppimine;0.3196
haridus;0.3195
tegus_õna;0.3195
ees_märk;0.3187
kirja_keele_reegel;0.3186
meele_olu;0.3182
mingi_sugune;0.3182
sõnum;0.3178
mikel_saar;0.3177
sugulus_keele_sugulus;0.3176
töötama;0.3175
järje_kordne;0.3159
jääma;0.3138
õppe_jõud;0.3138
koos_töö;0.3137
kadri_külm;0.3137
jätkama;0.3136
kuuldud;0.3131
kirjutama;0.3126
infra_struktuur;0.3125
välja_andmine;0.3125
teadus_ministeerium;0.3124
mäleta=m;0.3123
tihti_peale;0.3122
kas_või;0.3113
kirja_sõber;0.3101
sõnama;0.31
laen_sõna;0.3092
ain_saar;0.309
vorm;0.3089
elu_kestev;0.3087
ameti_ametnik;0.3082
teise_välteline;0.3079
vaba_riik;0.3079
uurima;0.307
pea_keele_korraldaja;0.3068
aja_looliselt;0.3063
ühte_puhk;0.3063
kääna_taks;0.3061
sise_koha_kääs;0.3059
ise_enese;0.3052
lõpetama;0.3051
tänama;0.3049
üksik_isik;0.3046
ise_õppimine;0.3041
ette_panek;0.304
toimuma;0.3034
see_kord;0.3033
lugeja;0.3028
tõlki=nu;0.3023
õpilane;0.302
iga_päevaselt;0.3017
kärg_pere;0.3009
kehtivus_aeg;0.3004
keranen;0.2999
küsik_simi;0.2993
rahvus_vaheline;0.2993
käendu=v;0.2991
miski_pärast;0.2981
;0.2974
see_tõttu;0.2973
järel_põlve;0.297
aasta;0.296
hääletama;0.2959
see_järel;0.2957
sõnaline;0.2946
harjumine;0.2924
sees_tütlev;0.2923
nii_moodi;0.2921
vaba_sektor;0.2915
vaatama;0.2896
kodu_leht;0.2895
lõpuks;0.2894
tõlke_vass;0.2894
pea_minister;0.2894
lihtsam;0.2888
klaari=me;0.2886
kõlaline;0.2884
nelja-aastane;0.2882
saatma;0.2866
usk;0.2864
kõne;0.2852
kestlik;0.2847
vesi;0.2842
eff;0.2839
helemik;0.281
erinema;0.2796
1993;0.2794
tekst;0.2793
seest_poolt;0.2789
sõitma;0.2787
mikk;0.2772
voolustamine;0.2761
kuks;0.2759
rootsi;0.2757
jõulud;0.2754
kõrge;0.2749
hoolitse=tu;0.2749
küsimus;0.2748
intervjuu;0.2747
eero;0.2737
nu-ja;0.272
kaalumis_väärne;0.2693
lehv;0.2685
sisaldama;0.2685
siimann;0.2669
land;0.2657
norra;0.2657
mõel=dud;0.2657
emotsionaalne;0.264
tasuma;0.2635
lühike;0.2634
kursaves;0.263
hendrik;0.2623
võib-olla;0.2617
esimene;0.2613
kaugemale;0.2612
arvuti;0.2607
kerkima;0.2599
näol;0.2574
kullo;0.257
keskenduma;0.2536
kasutasin;0.2535
euroopa;0.2532
puu;0.2531
tunduma;0.2511
konnula;0.2476
naine;0.2473
maasing;0.2463
sven;0.2457
härra;0.2436
mait;0.2414
kärner;0.2408
mui;0.2382
instituut;0.2355
