keyphrase;score
kõneleja;0.4094
keelesõnum;0.3853
keeleruum;0.3813
keelevariant;0.375
keeleteadlane;0.3655
rääkima;0.3616
keeleoskus;0.3596
keelearendus;0.3574
keelepoliitika;0.3563
mikrofon;0.3553
diskursus;0.3551
kuulama;0.355
kanal;0.3536
keelekasutus;0.3527
keelealane;0.3519
lingvistika;0.3493
keelealune;0.3483
koolikeel;0.348
keeletoimkond;0.346
keelemuutus;0.3438
lingvist;0.3421
keel;0.3405
keeleline;0.3367
meediakeel;0.336
erialakeel;0.3359
kõni;0.3351
keelehajumine;0.3349
juhtuma;0.3328
internetikasutaja;0.3312
jutt;0.3311
rakenduslingvistika;0.3307
õpilane;0.3295
kodulehekeel;0.3282
rühmakeel;0.3279
vestlus;0.3272
keelekorraldus;0.3259
televisioon;0.3256
toimuma;0.3244
probleem;0.3242
küsimus;0.323
kursusekaaslane;0.3228
keelenorm;0.3209
keelepuu;0.3207
seminar;0.3189
keelekorraldusteotik;0.3183
emakeeleõpetaja;0.3173
rääkiv;0.3165
dialoog;0.314
teema;0.3133
aktuaalne;0.3127
eesti;0.3123
kuulamine;0.3112
õpetama;0.3101
raadio;0.3061
meediaharidus;0.3056
internet;0.3045
õiguskeel;0.303
keelekorraldustoimkond;0.3028
õppejõud;0.3022
kõne;0.3013
inglise;0.3005
õppima;0.3005
kõnealune;0.2996
eestlane;0.2996
õppekava;0.2995
tekst;0.2989
sõnum;0.2975
väljend;0.2964
teataja;0.2956
diskursuseteooria;0.2945
sõnavara;0.2925
õpe;0.2922
sõna;0.292
grammatika;0.2918
juhtum;0.2915
arutama;0.291
krista;0.2907
saatejuht;0.2899
räägime;0.2896
kõneldas;0.2893
jääma;0.2893
õpikukjutaja;0.2892
koolisituatsioon;0.2861
teaduskeel;0.286
saade;0.2855
väike;0.2836
kerge;0.283
talg;0.2825
kabinet;0.2824
artikkel;0.2811
jõudma;0.2789
e-vahendus;0.2788
kooliminek;0.2778
õigekeelsussõnastik;0.2777
nädal;0.2773
võõrsõna;0.2755
raske;0.2751
haridusminister;0.2735
puuduma;0.2734
asjalik;0.2724
läbima;0.2721
tekstilingvistika;0.2707
kontekst;0.2697
emakeel;0.2693
huvitav;0.2684
eelnõu;0.2683
asjatundja;0.2674
tõlgiv;0.2674
oluline;0.2667
seisma;0.2664
lugema;0.2659
vahend;0.2658
vähenema;0.2637
keskkond;0.2631
valdkond;0.2625
sõnastama;0.2624
kastem;0.2619
noortekeel;0.2618
puudutama;0.2616
säte;0.2613
muutuma;0.2613
tõsisem;0.2609
ede;0.2601
küla;0.2598
kasvama;0.2586
käima;0.2582
ling;0.2581
maailmafoorum;0.2579
aasta;0.2572
vahendama;0.2563
saadetud;0.256
põrkama;0.2551
inimene;0.2548
kommunikatsioon;0.2533
lõhe;0.2527
instituut;0.252
leibel;0.2512
teoreetik;0.2502
kättesaadav;0.2498
lisama;0.2497
tuul;0.2496
ajaleht;0.2494
häälekas;0.2493
konverents;0.2492
häbistama;0.2489
klient;0.2488
esitama;0.2488
kontsern;0.2485
kool;0.2483
protsess;0.2478
kakskeelne;0.2478
kehv;0.2471
toode;0.2469
leksikon;0.2465
kvalitatiivne;0.2459
maksumaksja;0.2458
aine;0.2455
fenomen;0.2455
kasutama;0.2453
kirjastus;0.2448
näpp;0.2441
keskne;0.2432
kuuluv;0.243
puu;0.2426
utreer;0.2413
kaamera;0.2412
kuri;0.2385
;0.2383
vorm;0.2381
efekt;0.238
kärpim;0.2378
tartu;0.237
2017;0.2356
arusaadavam;0.2344
looma;0.233
iraak;0.2329
odavam;0.2326
test;0.2312
europoliitiline;0.2308
värg;0.2307
tegelikkus;0.2296
leht;0.2295
täna;0.2287
aks;0.2282
töö;0.2281
keskkonnakaitse;0.2265
köögikeeletase;0.2259
arendaja;0.2253
hetk;0.2238
avalik;0.223
pahk;0.2213
tallinn;0.2211
doktoritöö;0.2193
vikerraadiopunkt;0.2161
põikasin;0.2154
skandaalne;0.215
uss;0.2116
tihtilu;0.2095
kagee;0.2078
fetišeer;0.206
