keyphrase;score
lause_liigen;0.452
lause_liige;0.4416
üld_haridus_kool;0.4368
ees_märk;0.4317
lause_mall;0.4296
õpilane;0.4252
peal_kiri;0.4068
öeldis_täite_laune;0.3861
lause;0.3779
haridus_asutus;0.3647
näide;0.3612
jääma;0.3585
keele_kasutaja;0.3548
üld_haridus;0.3498
lõpetama;0.349
kääne;0.3337
koer;0.3298
öeldis_täis;0.3291
tähendama;0.3216
täpp;0.321
märkima;0.3207
nii_siis;0.3178
juht;0.3121
käänd_enimetus;0.3114
täitma;0.3109
näiteks;0.3087
ütlema;0.3029
peamine;0.301
;0.2979
esimene;0.2912
gümnaasium;0.2888
kass;0.288
määrus;0.2869
haridus;0.2804
ots;0.2774
keskmine;0.2762
seisund;0.2746
kõnelema;0.271
saavas;0.2703
ise_loomulaus;0.267
tekst;0.2638
omadus;0.2634
ring;0.2612
roll;0.2596
tasuma;0.2593
saapa;0.2592
andma;0.2587
lihtne;0.2548
sobima;0.2531
esitama;0.2496
täitmine;0.2491
räpp;0.2478
täpi;0.2431
loobuma;0.2418
algama;0.2416
mõtlema;0.2406
asjalik;0.2405
saabas;0.2402
kitsam;0.2365
vajalik;0.2342
kärner;0.2313
vähe;0.2249
toimetaja;0.221
ajutine;0.2136
nimelt;0.2131
silm;0.2094
juhuslik;0.2066
ajutis;0.2016
säuts;0.1981
jäni;0.1979
soovima;0.1937
vahest;0.1927
võõras;0.1908
hästi;0.1898
pidev;0.1761
ajutisus;0.173
