keyphrase;score
sportlane;0.4021
põhja-ameerika;0.3943
sport;0.386
võistlus;0.3762
lööma;0.3701
euroopa;0.3568
press;0.3541
ameerika;0.3488
täna;0.3481
koht;0.347
mäng;0.3462
sõda;0.3405
inimene;0.3388
algus;0.3384
sporditähendus;0.3384
tänapäev;0.3355
käima;0.3351
tõmbama;0.3343
maailmasõda;0.3296
näiteks;0.3292
mees;0.3285
kukkuma;0.3282
õhtu;0.3261
konkureerima;0.3261
huvitav;0.325
võib-olla;0.325
mängima;0.3246
emotsioon;0.3244
meelelahutusmaailm;0.3235
riik;0.3228
viljelev;0.3221
positiivsem;0.3221
maailm;0.3218
pesapall;0.3217
naabrimees;0.3208
äripali;0.32
pinge;0.3197
hooaeg;0.3196
populaarne;0.3169
küsimus;0.3163
peksma;0.3159
pistmine;0.3156
;0.3148
sarnane;0.314
äri;0.3129
stimuleeritaks;0.3121
iludusvõistlus;0.3096
näpp;0.3088
huvi;0.3086
pall;0.3081
tõenäoliselt;0.3077
maa;0.3073
jalgpall;0.3062
hukkamine;0.3061
selge;0.3036
kõnnak;0.3033
võitlusväli;0.3031
edukas;0.3025
korvpall;0.3024
võitlus;0.3023
äriseal;0.3021
olukord;0.3006
vaatama;0.3004
nba;0.3002
maandamine;0.3001
puhas;0.2992
ühiskond;0.2975
show;0.2972
võimalus;0.2971
rahamaailm;0.2968
ühendriik;0.2964
suur;0.2961
osalema;0.2954
rõhutan;0.2953
panema;0.2918
rääkima;0.2911
võimalik;0.2892
võrdlema;0.2881
parem;0.288
modell;0.2874
algselt;0.2872
meelelahutustasane;0.2857
mõte;0.2856
meedia;0.2845
oluline;0.2845
võit;0.2845
olümpiamängud;0.2838
näitama;0.2826
eesmärk;0.2819
selgelt;0.2815
selgitama;0.2815
lihtsalt;0.2813
areen;0.281
peegeldama;0.281
kaart;0.2806
naine;0.2787
ütlema;0.2769
roll;0.2764
kuskile;0.276
sõjaväli;0.2759
aasta;0.2748
toimima;0.2748
tegelikult;0.2732
play-off'is;0.2728
liigitama;0.2728
hetk;0.2725
füüsiline;0.2722
järgnema;0.272
madalam;0.2717
ilu;0.2694
populaarsus;0.2689
tüdruk;0.2688
teadma;0.2675
sõna;0.2675
põhjus;0.2667
tähendus;0.2649
täitma;0.2644
kain;0.2634
pikk;0.2621
usa;0.2617
reklaam;0.2588
natukene;0.2588
elukutse;0.2574
keeruline;0.2567
raha;0.2555
kõikuma;0.2546
hoidma;0.2544
näiliselt;0.2535
ajalugu;0.2531
naastu;0.2526
mängutaktikas;0.252
nimelt;0.2508
šõutasand;0.2507
osavam;0.2499
kunagine;0.2498
kapitaliseerumine;0.2497
nii-öelda;0.2496
arvama;0.2496
hea;0.2491
kujund;0.2475
suutma;0.2471
lõpuks;0.2469
elustiil;0.246
kaotas;0.2457
sponsor;0.2452
osaline;0.2451
omadus;0.245
jõudma;0.2445
tasand;0.2432
maskuliinsus;0.243
loomulik;0.2422
pilk;0.2402
tükk;0.2395
siduma;0.2394
viidud;0.2393
praktiliselt;0.2389
oskama;0.2382
gladiaator;0.2381
ilus;0.2379
spiraal;0.2374
võimsalt;0.237
haige;0.2367
aeg;0.2367
profiliiga;0.2339
kirg;0.2335
prisk;0.2331
fresling;0.2325
ehtne;0.2324
uuesti;0.232
utreeritult;0.231
järjestam;0.2303
kest;0.2293
realiseerima;0.2286
kopeeri;0.2281
kõnelemisharjumus;0.2279
hirm;0.227
rivistumine;0.2261
laps;0.2242
müüma;0.2231
loogiline;0.2228
missivõistlus;0.2192
treenima;0.2178
määr;0.2176
patustav;0.2163
edu;0.2149
hall;0.2144
kaks;0.2142
imiteerimine;0.2085
tabasin;0.2082
kulminatsioon;0.2066
mba;0.2061
sümbioos;0.206
rooma;0.2033
taju;0.2016
las;0.2002
resting;0.1992
hoki;0.1969
poolelunaine;0.1952
lahterdama;0.1929
petukaup;0.187
