EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
err näeb merekaru;tipus riigilipp Sellepärast;räägime Eestist mereriigist;netikaater tegelikult näeb;innovaatiline logi Ja;räägime Eestist mereriigist;räägime Eestist mereriigist;räägime Eestist mereriigist;küsimus mereriik algab
Määre hunudki Maniinbere;Ja Eesti esimese;riigil tõeline mereriik;räägita lühikest ajalugu;innovatiivne osa arvan;Eesti rannikul rääkida;näiteks Eesti rannikul;Eesti meremeestest ääretult;Rahvastiku olukord teada
sõitmas Stani alus;Ja merel Ja;näiteks Eesti rannikul;märku jagame raadioeetrit;suuremat toimuma anname;ütleb sadamas Eesti;Eesti rannikul rääkida;Eesti meremehed meredel;sõita 10 minutiga
lume err näeb;Ja küsimus rahvastik;Läänemere osa Soome;täpselt vaadata laevu;seatud Need poid;Kas laev Eesti;Eesti meremehed meredel;Eesti meremees tihti;Ameerika Orion-tüüpi lennuk
NATO hävitajad F;Olen õigel ajal;laev Eesti mereriik;tegelikult Ma ankrupaika;asi sageli unustame;ütlen Eesti meremeestest;ütleb sadamas Eesti;ütlen Eesti meremeestest;tähendab riik püüab
nähtavad Valmendite süsteem;Tervega tõrvik sõitis;sadamas Eesti meremees;Anna mitmekordne mereriik;esimemm vaevaga kodu;laev Eesti mereriik;ütlen Eesti meremeestest;ütleb sadamas Eesti;täna täna Lääne-Euroopas
hävitaja sõjalaev Edinburgh;toimub sõda Ja;Eesti mereriik mereakadeemia;Ja jätkub mereparaadi;ületav projekt tähendab;Eestist mereriigist saarlased;Eestist mereriigist saarlased;riigil tõeline mereriik;relvad Jah esimene
üldine merekultuur ütleme;hiidlased loomulikult räägivad;Muidugi ennemmelgume merele;enamik kadette liigub;hilisemal hetkel admiral;Ja Eesti maa;Eesti esimese mereparaadi;küsimus mereriik algab;näe võib-olla lihtsalt
veeteede ameti becally;päev ütled patrioodid;Eesti meremehed meredel;tulevikus nägema liikumas;toimuma anname jälle;Eesti meremeestest ääretult;öelda Eesti annab;merele Ja riik;võib-olla aru Tartu
vastamise küsimused näete;jagame raadioeetrit kolleegidega;tegelikult Rootsi mere;raadioeetrit kolleegidega raadio;juttu vahe head;sadamas Eesti meremees;eesti meremehed au;tõeline mereriik Kui;kuskile Kagu-Eesti valda
Hemingway ütleb sadamas;Et merekultuur tähendab;põhjast ümbritseb vesi;Tervega tõrvik sõitis;äärmiselt innovatiivne osa;laevadel eesti meremehed;Ja ütlen Eesti;mereriik Nii riiklik;alad poliitika ütelda
ameti becally pukser;vastutav isik Ja;kapteniks tähendab Eesti;Bly tulevikus nägema;poid paigaldati eile;Eesti meremees tihti;mereriik Nii riiklik;mereriik Kui alustada;Venemaa-poolne Läänemere osa
2009 käivitub Bliss;merelõvi tegelikult Me;Ja Eesti maa;loomulikult arvestatud viimse;kaugusele tegelikult 0;näiteks Eesti rannikul;laevadel eesti meremehed;meredega ütleme mereriigi;projekt jällegi nii-öelda
ütleme Bly tulevikus;Muidugi ennemmelgume merele;Kas laev Eesti;Sellepärast Kuressaare pildistan;tegelikult plaan A;paljudel laevadel eesti;tähendab Eestis võimalik;mereriik algab Kui;Et merekultuur tähendab
räägime Et merekultuur;kaks kopteritega Ameerika;laev tegelikult patrull-laev;Siis vaatasid ilus;kanda elu Need;Eesti esimese mereparaadi;käia näiteks Eesti;Eestist mereriigist saarlased;meredel Et võib-olla
tänavapildis tegelikult häda;mere merel Rahvastiku;tegelikult mere imeilus;esialgse plaani ettenähtud;liigub nii-öelda vastavalt;öelda Eesti annab;Eesti mereriik mereakadeemia;Eesti rannikul rääkida;kopteritega Ameerika Orion-tüüpi
ütleme mereriigi tunnus;ümbritseb vesi Ja;Eestist mereriigist saarlased;märkis paraadi algust;uus sadama suunda;Eesti meremehed meredel;Eesti meremeestest ääretult;merel käisid Ega;kaua sõita 10
teatud üldine merekultuur;eriti tiksub Ja;Eesti meremees tihti;Aga tänama pildis;anname jälle märku;maksimaalselt Eesti meremehed;paljudel laevadel eesti;Kui alustada meri;vastutus liigub nii-öelda
NATO hävitajad Türgi;mereriik algab Kui;tõeline mereriik Kui;parim Ja merenduses;Et nimetatakse tegelikult;tähendab Eestis võimalik;laev Eesti mereriik;räägivad saarest mereriigist;meremehed nii-öelda vormis
õlireostuse Valmendite süsteem;koolane Ja Venemaa;onju tegelikult mere;teab täpselt veetase;asi jätkub näiteks;Ja ütlen Eesti;süsteem Läänemerest osalevad;maksimaalselt Eesti meremehed;jällegi nii-öelda piire
näha näen sõitnud;Pitka pardal Eesti;põhja pelgab laevu;uuesti Teeme mati;unikaalne projekt jällegi;ilus räägime Eestist;jagatud öelda Eesti;Eesti esimese mereparaadi;Orion-tüüpi lennuk suur
Pärnumaal 104 8;kogemus Ja nii-öelda;merele Ja riik;Ja sõitnud õhuväe;tähendab minimaliseeritud Aga;Eestis võimalik täna;Eesti riigi ülesande;jälgi mere Kas;väga-väga hea mõnus
Makarovi kasvandikud lihtsalt;meri kogemus Ja;räägivad saarest mereriigist;kiiremini reaalajas taimedega;nii-öelda vastavalt inimene;Eesti mereriik mereakadeemia;merele Ja riik;ütleme mereriigi tunnus;maa idast läänest
laev lume err;merekultuursed inimesed Kas;Eesti maa idast;täi Saaremaa sadamas;asi vaatad arvutist;mereakadeemia osa Eesti;Eesti juhid digiratar;mereriik ütleme meremõõdus;1 2 kilomeetrit
majandus majandusteaduskonna õuna;merele Kuidas kohustust;Kui alustada meri;tegelikult meremehed kandnud;ütlen tegelikult konks;pardal Eesti juhid;kapteniks tähendab Eesti;Kas laev Eesti;mäletame pidevalt räägiti
Bly tulevikus nägema;põhjast ümbritseb vesi;Eesti esimese mereparaadi;Saaremaa Põhjarannikut virtusse;projekt jällegi nii-öelda;jagatud öelda Eesti;sadamas Eesti meremees;rääkis mereharidusest Meri;mängida meeskonnad suuta
admiral Pitka Alemmati;teatud üldine merekultuur;saarest mereriigist toetada;asja trammi lõpp-peatusesse;lugu vastav vastastikune;osa Eesti riigi;ütleme piirkonna Läänemerekultuur;öelda Eesti annab;põlvest põlve Ja
mõnus Nokian tegelikult;tüürimehed tähendab tüürimees;mereriik Kui alustada;ametlikult paraad algab;küsimuse pika vastamise;Eesti riigi ülesande;Eesti maa idast;mere Sellepärast paremini;NATO-s märkamata kindlasti
vähemasti ilmateade ütles;sõda Ja Valmendi;mere Kas laev;Ja abiks kommenteerimas;avatud lihtne küsimus;oskab ütleme Tallinnas;ütleme mereriigi tunnus;ambitsioonid mereriik Nii;paraadil sõidavad tegelikult
ülesandeid merenduslik täita;merekarusid hoida Kui;laevu võimalik varustada;avastati Eesti koolisüsteem;võimalik varustada erinevateks;Pitka pardal Eesti;merel Rahvastiku olukord;Järvelaid rääkis mereharidusest;taani alus keeles
majandusteaduskonna õuna varem;piirkonda suurem merekooli;maksimaalselt Eesti meremehed;Kagu-Eesti valda jõuab;võimalikult ühistöö võimalust;tegelikult Rootsi mere;rannikul rääkida lande;meremehe Ja tegelikult;täna Lääne-Euroopas piirkonnas
osa arvan NATO-s;õppetundjad lugege raamat;merega merel käimiseks;väljusime sadamast esialgse;võib-olla ütleme kuulub;kaasa Eesti aktiivne;ilus räägime Eestist;Ja Eesti maa;püüab sõnastada oluline
