keyphrase;score
käima kuulama barokkmuusikafestival;0.8054
avamäng ooper 50;0.5625
claud arimaa flööt;0.5361
lauljas koosnev saksa;0.5277
neljapäev õhtu esinema;0.5215
kooriühing aasta preemia;0.5025
tuntud sopran kindlasti;0.4997
paar broadway muusikalinum;0.4981
vanem laul kuulama;0.49
tähendama tingimata bachi;0.478
armastama keskenduma instrument;0.4771
pikk basskeel ark;0.4758
kuulama juht viimane;0.4681
aeg perfektselt laulma;0.4673
soovima publik millegipärast;0.4628
kaasa jaan kirik;0.4527
juudi rahvaviis pidulik;0.4473
popmuusika kontsert algus;0.4462
esikoht parim dirigent;0.4399
kuulama jon mitchell;0.4387
kontsert leidma ase;0.4375
laul saatmine number;0.4355
tantsunumber braietoorse kogumik;0.4322
orkester tõstma pilv;0.426
laulma saatma auto;0.426
tänane saade peatuma;0.417
meed kontsert koolitusprogramm;0.4167
šveits paula poolaster;0.4155
kirev festival kava;0.4094
vokaalansambel phonyker estonia;0.4085
kontserdijälgija tavaline emotsioon;0.4045
risk klassikaraadio kiirgama;0.4029
õhtu natalja gutmann;0.4023
koor hääl indiana;0.3999
sünnipäev võib-olla kuulaja;0.3953
seejärelkuulatav koduleht tänane;0.3936
väga-väga põnev teisipäev;0.3903
miss kullafont igor;0.3881
kirjeldama keskpärane näidend;0.3869
algama viies veebruar;0.374
kontsert muusika tekst;0.3723
panema muusika orgaaniline;0.3721
kasutama sõna vanamuusik;0.3638
koorima endine õpetaja;0.3637
leonid hoffmann divert;0.3588
romantismiajastu lõpp erand;0.3575
tore toom halline;0.354
tekst laul jääma;0.3514
kanuti gildi saal;0.3501
tänapäev tõeliselt haruldane;0.3456
eufoonium toos tiiven;0.3424
heino jüri salu;0.3409
staatiline puudus rütmiline;0.3404
king singers new;0.3394
saade partii demonstreerima;0.3336
vokaalne tulevärk tegelikkus;0.3323
istuma kivi puhkama;0.3282
kogumik ter psycho;0.3279
mikael toorus helilooming;0.3274
tore märkima 28;0.3248
irene lill sing;0.3241
pali renessanss modett;0.3237
orphia pretensioonikas pealkiri;0.323
hetk intervjuu salvestama;0.3226
mariin surema seitsmeteistkümnes;0.3209
kõnelema immo mihkelson;0.3184
jõudma euroraadio sari;0.3161
poiss laul arendamine;0.3138
mängima kaheksakümnes aasta;0.3114
kuulma positiivne üllatus;0.3109
1529 noorem kava;0.3074
ivo sillamaa klavessiin;0.3073
vokaalnumber eraldi vähe;0.3052
viis saade korduma;0.304
populistlik mulje jälle;0.297
kuulma jutt tähendama;0.2942
lauto saatma charlie;0.2934
baasia katrin mõõdik;0.2927
frido lin aasta;0.2921
võitma 2005 -le;0.2896
nii-öelda vokaalne akrobaatika;0.2881
folkloor seid element;0.286
euroopa ringhääling liit;0.2832
