EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Pennaal trial;nii-öelda demokratiseerima;teema Maria-Kristiina;tegelikult Sirje;defineerima defineerima;vestlus roll;sõnavõtt kriitik;kunstnik vestlusring;mõiste mõtlema
Nicola Shaphaus;nii-öelda haabermaslik;Maria-Kristiina alustama;keerulisem üldse;subjekt objekt;-te diskursiivne;erinev dialoog;nimelt kunstisisene;nii-öelda sarnaselt
caps study;tavaliselt kriitika;Anders Maria-Kristiina;võim võimuambitsioon;võimalik defineerima;lähtuma vestlusring;ühesõnaga eeskõneleja;kunstimaailm istuma;mõtlema üht-teist
mõte kommunikatsiooniväli;kunstimaailm nii-öelda;absoluutselt Maria-Kristiina;eksisteerima näitus;tahtma defineerima;märkus rääkima;dialoog esimene;vaidlus kunstihoone;põhimõtteliselt võib-olla
kunstiajalooline steitment;esindaja nii-öelda;Maria-Kristiina Soomre;vanem žüriipõhiselt;defineerima diskursiivsus;kuraator publikum;kriitik tutvustama;kunstimaailm toimima;Maria-Kristiina absoluutselt
võim võimuambitsioon;nii-öelda kunstimaailm;kunstnik rääkima;publik tegelikult;defineerima raator;vestlus kindlasti;diskursiivsus võib-olla;kunstimaailm kontekst;kõige-kõige keerulisem
mõte kontsept;institutsioon koostöö;alustama vestlusring;ebaoluline tähendama;objekt süsteem;rääkima loeng;kirglik sõnavõtt;kunstimõtestamine töötama;täna võib-olla
väärtushinnang süsteem;kunstiajalooline steitment;loengukursus toimuma;üleüldse maailmakont;samane relational;selleteemaline vestlusring;rääkima rääkija;kõnelema kunstnik;ühesõnaga nii-öelda
sõltuvussuht kunstimaailm;demoniseerima nii-öelda;kunstnik kirjutama;samamoodi galerii;funktsioon vaatama;diskursiivne Läss;rääkima publik;rääkima kunstnik;nii-öelda tegelikult
Hansen fronk;sotsiaalne kunst;külaline Maria-Kristiina;installeerima sümboolne;hull asi;kuraator rääkima;rääkima Mismõttes;kunstnik juhtuma;võib-olla vaidlema
Sven-Olof Rootsi;võimumärk tähendama;kunstnik vestlusring;niikuinii eksisteerima;funktsioon eksisteerima;alustama vestlus;rääkima sõnavara;kunstnik rääkima;lihtsalt võib-olla
atelje mõte;nii-öelda institutsionaalne;uus diskursus;kriitik tutvustama;defineerima nii-öelda;tegemine vestlusring;fragmnteeruma rääkima;kunstimaailm pikk;võimalik tegelikult
sisa interstanding;suhteliselt efektne;kunstnik vorm;väitma Eesti;vahenema defineerima;vestlus koht;sõnavõtt mõjukam;Kunstnik liit;avalikkus mõiste
sõnavõtt mõjukam;liit institutsioon;esimene loeng;väli professionaalne;uus diskursus;mõte rääkima;kunst retoorika;rääkima kuraator;kunstimuuseum EKM-süsteem
trikster mänguväli;nii-öelda klassikuuluvus;põhimõtteliselt kunstnik;põhimõtteliselt Lääs;paremik defineerima;ütlema vestlus;kuraator kriitik;kriitik kunstnik;kindlasti rääkima
kunst London;ühepoolne suhe;eriti kunstnik;spekuleerima lihtsalt;võim aspekt;diskursiivsus võib-olla;-te diskursiivne;nimetama kunstimaailm;kirjutama võib-olla
