EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Ice Cream;intellektuaalne elu;neljakuju mees;viitama maailmaüles;ilusam number;Külli Teetamm;neljas luulevihik;ühesõnaga neli;Kolmapäev 20
Frodism Jung;kirjanik maja;neli kuju;vähem pealkiri;vaatama number;rahul toredam;luulekogu neli;kirjutama neli;mäletama hästi
Simonde Bobuaar;trummiõpetaja suunama;vorm kirjutama;märkmik kanspekteerima;kaas number;Kallas saade;maagiline neli;neli ütlema;ühesõnaga järk-järgult
Estonian litre;kirjutama politsei;plaan neli;meeldima spordiuudis;number neli;maja tore;maagiline arv;neli rääkima;mõtlema esmaspäev
Oidipus Froydel;vestlusring pahandama;kuju vaatama;romann ülikooliaegne;fail uni;ütlema märima;neli maagiline;luulekogu neli;nii-öelda klassikaliselt
siin-seal Ice;Kask naine;tähendama neli;hoopiski ääretult;number vorm;vastav kuue;ütlema seeneniit;luuletus nelist;käima nii-öelda
Jung psühhoanalüüs;kirjutama sihanalysis;neli rida;portreemaalija viimane;number kümme;panema neli;vastav kuue;neli Laulasmaavanem;võib-olla luule
Jung süsteem;teema kirjanik;kirjutama neli;tegelikult Aruda;arv lost;luule vihik;neli ühesõnaga;rääkima 16;arvama nii-öelda
psühhoanalüüsiliin Froid;maagiline loomine;mõte neli;identifitseerima rakk;detail tekst;luulevihik kaja;inimene igasugu;neli kirjutama;ütlema algus
Bertinora loss;rääkima luuletus;panema neli;jääma nishiprojekt;täius number;öeldud Võndis;alle luuletus;tähendus neli;nägema vähe-haaval
tekst mõte;trükkama päevik;valmis neljakuju;humanitaardiskurs esindaja;fail litter;Madis Kõivu;neljakuju mees;hoopiski neli;hiljem jälle
pingpong märksõna;linnaosa nii-öelda;neli juhtuma;põhieesmärk kaasnema;number kaas;kuue Teet;neli Laulasmaavanem;neli ühesõnaga;kogus neli
Angeles elektronpost;tunduma pealkiri;neli algselt;ilmselt tunduma;algobjekt võib-olla;tiibama neli;luuletus panema;kolm luule;võib-olla kirjandus
sihanalysis Freut;koguma süsteem;figuur tekkima;kõrgemale liikuma;asi detail;hingetõmpe ütlema;rääkima luuletus;võtma luuletus;teadma 20
vorm Simonde;aeg väikelinn;kolmnurk neli;järk-järgult lüvima;algidu algobjekt;panema aju;luuletus asi;kirjutama kolm;nali võib-olla
ülehomme roman;postkontor viimane;number vorm;ürgEmbro uuesti;simultaan tekst;neli Aarne;neli realist;kirjutama neljas;teema näiteks
õlakotitäis päev;nii-öelda üldarusaam;küsima neli;Põhja-Ameerika üldse;genereerima tekst;tooma elusolend;kolm luulevihik;neljakuju mees;õppima järk-järgult
