EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
vitsoonuš Davidson;sündmus ütlema;tervishoiuprobleem tuletama;populaarsem luuletaja;tava argument;kord rääkima;rääkima Nõukogu;rääkima 30;esimene revolutsioonijärgne
Uutron Ivietcheram;süüdistus kasutama;hügieen tervishoiuprobleem;teenima hügieenipropaganta;uus termin;jõudma rääkima;probleem rääkima;Lenin kõne;jõudma rääkima
Bulane plonatšovs;laps vanavanem;seotud probleem;protseduur nägema;range andma;olu rääkima;Nõukogu olm;rääkima Nõukogu;vahetult revolutsioonijärgne
hävitama homoseksualism;kirik aeg;probleem rääkima;hügieenipropaganta eesmärk;argument kasutama;natukene rääkima;rääkima seltsimees;küsimus nõukogudevariant;naerma raamat
Gabrist bestel;Smindovitš kirjutama;tõsisem probleem;Tiina näide;võib-olla termin;rääkima Nõukogu;tänane koosolek;võtma Nõukogu;artikkel sõna-sõnalt
Natalia leebinna;suur hügieenikamp;traagiline sündmus;tuss mobiliseerima;andmed avalik;olm rääkima;natukene nõukogu;rääkima muutus;aasta 20
Ivietcheram tšist;võtma üritus;aasta 1937;vanaema vastsündinud;abort Davidson;rääkima kord;hilisem nõukogu;võtma lugu;komsomoliorganisatsioon võib-olla
banaalsus entsüklopeedia;mõttetu jumal;inimene professor;mõte joonistama;unustama reegel;soovitus rääkima;võtma Nõukogu;luuletama Nõukogu;puudutama nõukogu
nähtus Davidson;range andma;sündmus juhtuma;pereprobleem väljapääsma;enam-vähem kompleks;jutt terve;tõsisem teema;Nõukogu autor;teatud aasta
Stavalibk Smindovitš;inimene initsiatiiv;koosolek toimuma;Smindovitš kirjutama;nähtus termin;kombestik rääkima;soovitus rääkima;Ivanov paratamatult;tegelema otsus
