EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,3,3,4,0,3,2,4,1,18,parvlaev; staadion; rebane; pärt; mari; petser; kalev; arvo
4,3,3,4,0,3,2,4,1,18,parvlaev; staadion; rebane; pärt; mari; petser; kalev; arvo
4,3,3,4,0,3,2,4,1,18,parvlaev; staadion; rebane; pärt; mari; petser; kalev; arvo
4,3,3,4,0,3,2,4,1,18,parvlaev; staadion; rebane; pärt; mari; petser; kalev; arvo
4,3,3,4,0,3,2,7,1,18,parvlaev; staadion; rebane; pärt; toomas; mari; petser; kalev; arvo
4,2,3,4,0,5,4,10,1,18,parvlaev; staadion; rebane; pärt; toomas; ukraina; mari; petser; kalev; ilves; arvo
3,3,7,4,0,8,3,9,1,18,arvo; rebane; kalev; ilves; parvlaev; staadion; pärt; toomas; mari; petser; ukraina
6,4,5,5,2,4,5,6,1,18,parvlaev; staadion; rebane; pärt; toomas; ukraina; mari; hendrik; petser; kalev; arvo
5,4,6,5,2,7,5,7,1,18,arvo; rebane; hendrik; kalev; ilves; parvlaev; staadion; pärt; toomas; mari; petser; ukraina
2,2,4,7,2,5,4,8,1,18,rebane; ukraina; hendrik; kalev; ilves; parvlaev; staadion; pärt; toomas; mari; petser; arvo
4,2,8,5,1,4,3,7,1,18,arvo; rebane; hendrik; kalev; ilves; parvlaev; staadion; pärt; toomas; mari; petser; ukraina
