EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;poliitika;akustika;seitsmekümnes;;helsinki-music;orkestrimuusikanäitaja;klassikaraadiokuulaja;riik
company;visuaalne;helivõimendusseade;lõpp;element;klassikaraadiokuulaja;estonia;orkestrimuusikanäitaja;kontsertmeister
läänemeretemaatika;linnaorkester;orkestrant;romaan;;estonia;kontsertturnee;avamiskontsert;rahvuslane
sitsiilia;eeskuju;ventilatsioon;pesema;kind;stockholm;ukraina;rahvusooper;eesti
küsimus;beethoven;ooperifestivalipaik;formaadiline;prints;ooperifestival;baltikum;kõneleja;plaanima
aastaiseseisvumine;aju;muusikasõber;ehitusmaterjal;pioneer;muusikasaal;stockholm;segakoor;esmakordselt
mootorratasjuhtuh;kell;seminar;helimaaling;noorem;ukraina;muusikapreemia;tütarlastekoor;rahvuslik
acareel;hingemuusika;esiettekanne;prantslane;price;kronos;kuulama;telestuudio;sõnum
renoveerimiskuur;olijo;klassikaraadiokuulaja;kõlapilt;sort;mihkel;klassikaline;helirežissöör;töötama
helsinki-music;aasta;toetama;euroopa;glass;annika;koor;balti;kujutama
