EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
in Estonia;Minu isa;õppides laulma;ajamast näitejuhina;noorem vend;tutvustati lapsepõlvest;lapsepõlvest Minu;trummi lüüakse
mäeküla mõisas;õpetas katekismus;kirjeldamatult vesi;Igaüks ostab;pass biolov;sündisin aidamehe;Aidameheks Hiiumaale;teada alguses
pandur in;mõtlen pilet;poissmehena Andres;Lauldes linnas;kodus kodus;teadis lastele;mäeküla mõisas;Järgmine püksis
Julius Rossfelt;Viispaadmisist teadis;vendaga musikaalne;Wilhelmiine süütmann;meelt head;käisime külas;sündisin aidamehe;tööl käisin
mängima Bradze;mängis Altermann;sõitsime mere;mängima Bradze;mundremees pass;majakeste tutvustati;südamega Estoniast;mängija Mina
õnnestus kuidagiviisi;Missugune esimene;näitleja laulukooris;Laulukooris rätsepmeister;toime terve;suunduma perekonnas;Andres Jõgis;neli viis
Estonias Kaasnimetasin;Vahepeal uued;lastele jutustada;Estonia proovidele;Prover pakkus;isa poissmehena;isa köstrikooli;Temaga töötas
filiaal Narva-Jõesuus;algkooli isa;andis algkooliõpetust;majakeste tutvustati;uhked vaadata;linnas sisele;Ma ütlema;tundi viis
ärrit hambersi;pinna mängis;näiteks suurtalendiga;sõitusid välismaal;palka koduma;nimi õppisin;majakeste tutvustati;viis linna
Ka Pakela;talu saimar;välismaalt prantsuse;viitasin igaõhtusele;meelega head;isa köstrikooli;August Kuuskemaa;käisime külas
Altermanni linnavalitsus;Wilhelmiine süütmann;mängisin Richard;meeldis vene;ütles eksi;ilutses ema;vene õpetaja;Kor neljaklassiline
Klarnet klarnet;kontoris töötas;raske tõlkisime;Bakale pardipoisid;sisele astusin;välismaalt õpetas;Aga juhatama;13 aastani
päev 12;Et ema;kasu mängimisest;töötas Altermanni;mängis kodus;kadakaid eestlasi;Ja õppisin;teatri algus
katekismus piiblilugu;juhatas orkestrit;tiristaminud orkestrist;Näitlejad Teie;vastsündinud näiteks;Viispaadmisist teadis;Meil kolm;rahu linna
algi smokingut;jäi riietehoidu;Pariisis mõndagi;Ja mängisin;avaldati kiitus;Ja sündisin;Kuuskmann 40;mõisas mõisniku
Tugevad näitlejatööd;maksma Siis;nimelt lilleris;Peterburis suvitamas;noor ilus;vastsündinud näiteks;käisime laulu;mängisin Richard
Nii Estonias;näinud tõi;ehitama kivi;Pariisis mõndagi;partneri annab;linna sattusin;kodus kodus;proua õpetas
mängisime põhjas;lapsee 10;Aidameheks Hiiumaale;köstri kiriku;juht ütlen;kodus vendaga;Narva-Jõesuus käisid;nimelt lilleris
rõõmus näe;toimusid Jah;mängis rauavabriku;konkurent Eesti;asi annusest;rahvaga panin;Seal käisime;eelnes püüdsin
pruun mulatlased;käisime laulu;ajamast näitejuhina;repertuaarile Kõik;kole hirm;pinnase vastsündinud;elus näinud;Ma ütlema
mullased mullas;peegel meigi;kuuelapseline perekond;Soomest Siis;pandur in;külas Ja;mõisiku viiuli;Ja sealtpeale
laulukoori ilmus;südant leevendava;sündisin aidamehe;vürstid Peterburis;asja osa;proua õpetas;Wilhelmiine süütmann;aastal 1902
võimalik palka;töötas tabeli;Soome laulupeost;80 elada;mullas noorem;kingituseks õpetas;ütlesime Muidugi;külas Ja
õhtute tööl;mõisnik Aidameheks;mängima Bradze;tegelesite Varsti;mängisime varjunimede;isale süüa;Isa suur;Pariisis mõndagi
saimar rannaala;Kaasnimetasin tean;Siis mängime;juhatas orkestrit;armastus asja;tütar Murdvargus;Teie esimesi;vene õpetaja
näitlejad ajal;sattusin elementaarkooli;kevadel tööd;õppisin kiiresti;seisma mängis;Murdvargus mäletan;Soomest Siis;Paralleel käisin
mulatlased suhtlesid;osa surema;vene õpetaja;uhke mundremees;asja ostsin;elas mäeküla;kivisaal ehitasime;neljaklassiline Ja
rase salmikene;köstriproua andis;proovidele laulukoori;katekismus piiblilugu;esimesi samme;sündinud armastaja;Anneli kümmendu;räägin lilleris
sidumise tüübis;Gutkini kaupluses;Laulukooris rätsepmeister;maksis 20;ilus osa;Hiiumaale välismaalt;mõisaprouaga sõitusid;Ja mängisin
Vahel näete;jalga sadegaks;seemnemüügiga kaalumisega;Narva-Jõesuus käisid;head laaberdab;lõpetasin algkooli;peeglis Estonia;juhatus olnudki
Ja eestseisus;majakeste tutvustati;väikene väikene;ela Teatas;viia tasku;ronile talu;kaan Kuuskmann;kaks aastat
kole hirm;August Kuuskemaa;kord aastas;Ja repertuaari;ägeda iseloomuga;kaasaks aednik;mängis Anna-Liisat;aega rahu
õpetas arvestust;Ja sealtpeale;muusikaseltsi Tallinnas;laulukoori ilmus;rektiivi teate;teadsid lugude;mängis ema;eestlasi Saksa
maja müüdud;Järgmine püksis;repertuaarile Kõik;venekeelses õppima;raamiga uhked;elas kõrvalmajas;1900 sõitsime;õppisin 13
kiriku köstriproua;suuremas Ja;piima müügile;vaatasid No;tasku kopikas;käisin lilleäris;õppisin laulma;vaatasid No
andis tõuke;näitlejatega ütled;klassis uhke;südant leevendava;annab Markusse;perekond väiksemad;näitleja August;suur palk
Kõik kopikas;ostsin peegliga;oligi Knorkestrandi;Nii kvartett;noor köster;vene õpetaja;olnudki Kas;anda kell
väiksest rahascabil;vaja Ja;rannaala Anna-Liisa;Suunas mõisnik;grammatikat köster;tütre neljanda;Jõgis elas;käisin lilleäris
meritsi tuul;Kõik kopikas;küllaltki tänulikud;1900 sõitsime;algi smokingut;elementaarkooli Tatari;Estonia laulu;muusikaarmastaja mõisiku
ehitasime See;poissmehena Andres;kutsus rõõmus;Sealsamas ilutses;osa surema;väikene väikene;Pariisist rätsepakadeemias;mängisin kaasa
ühteteist rõivastust;uued räägin;Kuidas iseloomustada;partnerid Paul;üldiselt armastas;vaesem meelitasid;päeva ütles;töötas kaks
enamjagu Soomest;tööl käisin;kurivennaga Meil;20 kopikast;ame soome;kivisaal ehitasime;Lauldes linnas;näitleja August
eestlasi hellitusi;pimetatuks laulumänge;suur huvi;aia riisus;mängis Altermann;ajal linna;kiriku köstriproua;mängima Bradze
teadjad ajamast;meelitasid rahvaga;sidumise tüübis;Ja venekeelses;ütelda leidsin;õpetaja kolm;ajamast näitejuhina;truubi esimene
krimineerimise peegel;aednik Prover;tervis vetes;Altermann pinna;in Estonia;ajalugu grammatikat;Palun kuuske;Et mõtlen
Soome rahvarõivad;ütlesime Muidugi;tellimused saatma;juudi sünagoogi;uhke mundremees;mulatlased suhtlesid;mäletan suure;Siis Julius
Kuidas proovitööd;kättpidi tiristaminud;iseloomuga nõudis;tõlkisime saksa;tellimused saatma;Kaasnimetasin tean;Järgmine püksis;mängisime põhjas
väikene puu;asutas näiteseltskonnale;Aastamist 1900;õpetas katekismus;kuuli sattuma;Seal õppisin;Suunas mõisnik;lõpetasin algkooli
osasi Siis;elas kõrvalmajas;Viispaadmisist teadis;annetati loorberipärg;vaesem meelitasid;mõisadele suured;kivi teada;Tallinnasse Estonias
töö töötasid;rätsepmeister innukas;paadis Viispaadmisist;Anna-Liisat Anna;natukene iseloomustada;juhatanud Taali;Siis Seitsmeaastane;ütlen Pariisis
