EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;kirjanik;jannsen;põhjaeesti;;janssen;jannsen;külamees;riik
rahvusteadvus;maa;külamees;kõrtsituba;number;külamees;janson;kirikulaul;eesti
alaväärsus;kõrts;põllumees;seitsmekümnes;headel;vesteldima;ajal;kõrtsimees;töötama
võistlusvõimeline;sõber;saksapärane;selleaegne;vast;ajal;jansson;tegelikult;külamees
kirikuvõim;suurus;võib-olla;erakordselt;termin;teravam;jansei;näiteks;muusikaharidus
üleandmine;koht;kantsler;nähtu;summa;talurahvas;isa;kõrtsituba;talumajandus
lauluharrastus;eeskuju;muusikakultuur;üldrahvalik;bond;isalik;külamees;kirjutama;1870
anseküla;kultuur;kohalik;vesteldima;valve;jutumees;aasta;võtma;viis
muusikakultuur;jakobson;kultuurimaja;kultuuriselts;andma;teisipidi;praegus;juturaamat;70
tartumaarahvas;külamees;oluline;lugemisoskus;tall;rahvapärane;korraga;hästi;1857
mitmekülgsus;köster-koolmeister;kuulama;sõimama;kontroll;köster-koolmeister;oluline;lugeja;1850
kirikulaul;määr;jaanf;üldnimetus;dokument;jaanf;traditsioon;jällegi;saksa-vastane
kultuuriruum;ostma;küsimus;otsekohe;probleem;mõistetav;harjumus;kasvama;rahamajandus
järjekord;aasta;mõtlema;mõneti;rent;mõtlema;üldeesti;kaasa;keskarhiiv
helikord;eestimaa;vestlus;abikomitee;näiteks;mõisnik;teisipidi;kultuuriselts;käibima
küsimus;küsimus;väike;lauabiil;saavutus;traditsioon;pidevalt;keskarhiiv;lugeja
mõisamajandus;lõpp;naljakas;üldse;asi;mõis;mõtlema;rahvapäraselt;hästi
üldnimetus;areng;elama;tegutsema;vajadus;mõneti;natuke;aleksandrikool;eestikeelne
rahamajandus;ühistegevus;töötama;üldeesti;aade;harjumus;talumajandus;võitma;rahvuslik
talumajandus;alane;sõnumitooja;tegelikult;iseseisev;marten;rahvas;lõpp;klubi
põllumajandus;võit;juhtumine;laulukanne;komme;humoorikas;komme;pärinema;vähendama
nägemine;organiseerimine;inimene;levima;teade;teenima;juhtumine;suur;saksapärane
tarbesellepära;süüdistus;lihtne;vuistete;inimene;kasvama;üldse;väljaandja;ajal
sakslus;õpik;häälekandja;ühiselt;arv;ilmalik;omaalgatuslik;sõna;eestimaa
ütlemine;tallinn;näiteks;keisrikoda;reeex;tahtmine;õpetuslik;mõtlema;1864
jututoon;osa;järgnev;üldlaulupidu;otsustav;raske;valitsema;sõimama;võib-olla
köster-koolmeister;simm;lugeja;jälgima;tegevus;omaalgatuslik;elu;üldlaulupidu;ühiselt
keskarhiiv;kohalik;lauluharrastus;lapse-lapse-eas;simm;mees;hiljem;kuulus;suurus
kõrtsituba;asi;keskselts;jaakob;meel;eesti;patriootlik;rahvusteadvus;vool
kõrgerg;mõis;kasvama;katse;toon;arv;rahvusteadvus;jõukam;kõrgerg
lõuna-eesti;füüsika;1857;mitmekülgsus;parem;kuulma;ootama;jaakob;pidevalt
kultuuritöö;hea;kogemus;mõtlema;omama;karl;panema;õpetaja;johnson
tõenäoline;selleaegne;sakara;järgnevalt;vend;lugeja;teadma;põhjaeesti;põllumajandus
õpetus;talu;praegus;töötav;kontakt;luuletus;peterburi;erakordselt;tasu
telelevi;;jõukam;tegemine;ast;rõhutama;ühikühistu;rahvavalgustaja;mõtlema
kasvastiv;isa;juur;täitsa;uks;terav;küllalt;iseseisev;arvama
tartu;dokument;vesk;keskarhiiv;seisma;yht;huvitav;uus;kultuuritöö
rahvapäraselt;talum;saarlane;nüüdki;ägedalt;levik;võimalus;käima;saksamaa
üldlaulupidu;kontroll;köster;väljaandja;selge;muutuma;keeruliselt;jansenu;õhutus
vesk;huvitav;lõuna-eesti;tavaline;talum;vajadus;ärkamine;häälekandja;aeg
juturaamat;sulgema;üldiselt;tänapäev;vool;talumajandus;koorilaul;armastama;muusikaline
kultuuriselts;70;;võistlusvõimeline;toimetamine;pidevalt;hästi;esiteks;luba
tõepoolest;tahtmine;kirjutamine;ärkamine;uus;võimalus;pärinema;talurahvas;katse
üldrahvalik;kokkulepe;rahvakeel;kaastööline;elu;hiljem;nolken;sõnumitooja;kontakt
vastutasu;kirikuvõim;euroopalik;esiteks;võim;väike;paratamatult;kogunema;2000
kaastööline;üleminek;maksma;ägedalt;olemus;teadma;maanõunik;jaa;huvitav
havikomitee;korraldama;seisma;täpselt;napp;stiil;üleandmine;nägema;majanduslik
võib-olla;laur;rahamajandus;pooleli;toimuma;ootama;käibima;mees;kartma
väljendus;väljaandja;traditsioon;lõuna-eesti;kuulus;huvitav;pere;pidu;näiteks
laulupidu;võitlema;suurus;arusaadav;vaidlus;poisike;sõimama;vanemuine;mees
