keyphrase;score
esimene laulupidu;0.4645
tantsupidu alustama;0.449
muusika tantsupidu;0.447
võimalus tantsima;0.4398
tants nimi;0.4356
eesti tants;0.4317
algama laul;0.4184
laul tantsupidu;0.4172
muusika kuulama;0.4118
mees tants;0.4039
tants tantsija;0.3983
eesti muusik;0.3979
tänavune tantsupidu;0.3951
aastapäev esimene;0.3909
aastapäev tähistamine;0.3906
pidu inimene;0.3889
tantsupidu kodu;0.3848
eelviimane tants;0.3825
tantsupidu väljak;0.3825
vorm laul;0.3813
tegu tantsuõpetaja;0.3809
hingamine väljak;0.3808
avatants pidu;0.3784
metsamaa tants;0.3774
laul ütlema;0.3755
tantsupidu kava;0.3749
tüdruk tantsima;0.3733
ametlik etendus;0.3694
ütlema tantsupidu;0.3671
mõte tants;0.3667
suur pidu;0.3628
muusik looma;0.3626
sõltuma tantsupeoprogramm;0.3613
oskama sõna;0.3608
tantsupidu oskama;0.3598
seekordne pidu;0.3593
tants kandma;0.3592
võib-olla vaataja;0.358
tantsuõpetaja tantsurühm;0.3567
tantsupidu tegu;0.3556
looma tants;0.3532
võtma tantsupidu;0.351
tantsupidu hästi;0.3508
konkreetselt laul;0.3504
tantsija arvama;0.3499
tantsupeoprogramm ehitama;0.3473
tants õigemini;0.3471
vaataja esimene;0.3458
kuulaja täna;0.3441
vaataja staadion;0.3427
looma muusika;0.3427
tantsupidu peaproov;0.3426
tantsima erinev;0.3416
pidu tarve;0.3407
tantsuõpetaja looming;0.3404
võib-olla mees;0.3404
tantsupidu publikkus;0.3395
kahesajas aastapäev;0.3377
uus muusika;0.3333
nägema päristantsupidu;0.3331
kuus tants;0.3307
esimene ametlik;0.33
pidu püsima;0.3292
tants suur;0.3287
aru pidu;0.328
kaunis rahvariie;0.3277
jääma vaatajate-kuulaja;0.3267
vaatajate-kuulaja otsustama;0.3261
kuulama mõte;0.3258
õigemini nimi;0.3245
hoidma tantsupidu;0.3214
1000 tantsija;0.3211
soov mõtlema;0.3207
eestimaa tähistama;0.3206
väljak võib-olla;0.3189
osaleja puhkama;0.3179
oskama helistama;0.3155
tunne etendus;0.3154
50 aastapäev;0.3133
Tallinn tantsupidu;0.3109
rahvariie tänutunne;0.3094
inimene kord;0.3093
tegelikult eestimaa;0.3085
alustama tegelikult;0.3084
naeratama tunne;0.3074
tänutunne võimalus;0.3071
ütlema mees;0.3053
kauaoodatud päev;0.3039
inimene panustama;0.303
puhkama hetk;0.3002
laulupidu 50;0.2987
kodu sõitma;0.2958
mees hetk;0.2952
raamat lugema;0.2951
tekkima tunne;0.2948
iseloomulik Eestimaa;0.2941
leidma lugu;0.2933
mõte Eestimaa;0.2926
hingama jääma;0.2924
ütlema vorm;0.2917
kuulama äsja;0.2907
kaunis Eestimaa;0.2896
etendus ühendus;0.2888
kandma nimi;0.2888
etendus viimane;0.2887
nimi taust;0.2887
jalg tõmbama;0.2887
sügav hingamine;0.2882
paar tund;0.2869
valmis maa;0.2854
kodu toidukott;0.2844
leidma aeg;0.2844
soovima ütlema;0.2843
müstiline koht;0.2831
väljak korraga;0.281
publik jõudma;0.2809
mõte publik;0.2791
tähistamine pärisorjus;0.2786
ilus asi;0.2774
üksinda liikuma;0.277
mängima nimelt;0.277
jooksma meel;0.2765
päristantsupidu lõpp;0.2763
taust mängima;0.2761
200 aasta;0.2759
soos haldjas;0.2754
suur tänutunne;0.2716
uuesti jalg;0.271
ütlema uus;0.2693
spetsiaalselt seekordne;0.2686
meel nimelt;0.2679
peaproov osaleja;0.2676
eelistama lugu;0.2672
täpselt kell;0.267
soon eestlane;0.2669
nii-öelda avatants;0.2663
tõusma väljak;0.2663
lugu tänane;0.2656
erinev mõte;0.2655
lugu maa;0.2651
hommik tõusma;0.2639
rannamaa metsamaa;0.2639
televiisor andma;0.2624
Eestimaa hingama;0.2615
oskama eelistama;0.261
nimelt suur;0.2606
raske aeg;0.2601
reliikvia pärit;0.2584
meeleolu tänavune;0.2571
jääma spetsiaalselt;0.2569
tegu andma;0.2534
edu hea;0.2533
hea meel;0.2508
kava nägema;0.2445
koht igalüht;0.2444
Eestimaa võimalus;0.2441
oks tüdruk;0.2421
hetk seitse;0.2411
seisma kaitsma;0.2399
eestlane pelgupaik;0.2382
haldja roll;0.2377
armas teadma;0.2362
meel vanaema;0.2341
ühendus võtma;0.2322
korraga 1536;0.2306
arvama arvama;0.2299
naine sugu;0.2285
toetama aitama;0.2283
looma kuus;0.2271
koreograaf looma;0.2268
vägi võim;0.226
otsustama hea;0.2244
kiikama natukene;0.2239
kõrge männ;0.2218
pärisorjus vabastamine;0.2214
hästi mitmeplaaniline;0.2197
kaitsma 200;0.2171
isetegemine sõltuma;0.2133
kenasti kirjeldama;0.2087
kauaks-kaus hingama;0.2074
laps lastelane;0.2068
käsi oks;0.2058
ehitama kolm;0.2046
teadma teemaplokk;0.2042
laialt naeratama;0.2019
osa heinamaa;0.1975
sassi haigla;0.1972
aasta meestevägi;0.1961
rajas tervist;0.1951
pelgupaik raske;0.1767
kallistama kaaslane;0.176
armukoht armukoht;0.175
10 10;0.1482
pikseloits oskama;0.1449
päiksesoopuu Hendrik;0.1342
sepp autor;0.1335
S7 hoidma;0.1318
Rajaste kuulama;0.1271
Rajaste edu;0.1116
Lepo Sumera;0.0766
