EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
föderatsioon süsteem;julgema raha;euroopa toimuma;ütlema rehepapp;argument täna;eurotsoon arvama;eurosüsteem nii-öelda;rääkima eurotsoon;lääne-euroopa kriitika
street journal;nii-öelda perekonnaliige;eurosüsteem viga;sildvee urmas;ideaal tore;kuulama euroopa;eurotsoon tulevik;majanduskonverents hädaorg;tahe võib-olla
lehman brothers;kiire eeskuju;kroon euro;1999 eurotsoon;argument iiri;seadus euroopa;täna eurotsoon;ülekuulamine ülekuulamine;sattumine lääne-euroopa
tõusma majandus;situatsioon näpp;arvama toimuma;majanduspoliitika täna;toimik number;euroopa president;loobuma euro;väljaandja eurovastane;nii-öelda iseseisvalt
times financial;mõte kaloksumine;eurotsoon kriitik;lõpetama seitsmeteistkümnes;number vitsur;väljaandja eurovastane;eurotsoon kriitik;üleilmne majandusolukord;tegelikult üks-üheselt
nädal päev;süsteem osalema;lõhkiminek emotsioon;10 ameerika;pioneer astumine;kodanik ülekuulamine;eurovastane anti;üleminek asi;jõudma varem
tehniline mõte;edastama hädasoovitus;itaalia mõttekäik;holland küllaltki;argument lihtsalt;üha föderaliseerumine;lõpp eurotsoon;poliitik ülekuulamine;eurosüsteem võib-olla
loeng sand;toimuma teadma;uudis lugema;devalveerima portugal;suutma punkt;euroopa laisk;eurotsoon alustama;eelarvepoliitika suveräänsusära;kirjutama nii-öelda
brüssel 50000;vedama inimene;valuutasüsteem toimima;majandusteadlane selge;risk oht;kuulma rahaliit;eurotsoon vaikselt;900 sõna;liit eesti
street journal';küsima emotsionaalne;vaatama probleem;finantsdistsipliinikultuur hullem;manama probleem;pelgama poliitika;ajakirjandus euroteema;probleem eesti;lääne-euroopa tsivilisatsioon
