Diversity,Model,Score
diversity_6,MiniLM-L12_multi,0.2896577022526455
diversity_5,MiniLM-L12_multi,0.2826388016438326
diversity_7,MiniLM-L12_multi,0.2810293965818992
diversity_4,MiniLM-L12_multi,0.26986638911006816
diversity_3,MiniLM-L12_multi,0.262136586018423
diversity_1,MiniLM-L12_multi,0.2607432262917299
diversity_0,MiniLM-L12_multi,0.2607432262917299
diversity_2,MiniLM-L12_multi,0.2607432262917299
diversity_9,MiniLM-L12_multi,0.26058835453714196
diversity_8,MiniLM-L12_multi,0.25852234060515794
diversity_3,EstBERT,0.253492057564039
diversity_2,EstBERT,0.2522313738033552
diversity_0,EstBERT,0.2522313738033552
diversity_1,EstBERT,0.2522313738033552
diversity_4,EstBERT,0.25175181112126416
diversity_10,MiniLM-L12_multi,0.2485216593691826
diversity_5,EstBERT,0.24368419697109067
diversity_5,LaBSE,0.22387331947664763
diversity_0,est-roberta,0.21896874030968455
diversity_1,est-roberta,0.21870419004513433
diversity_3,est-roberta,0.218426127058738
diversity_2,est-roberta,0.2182930839322738
diversity_4,est-roberta,0.21824681562942658
diversity_6,EstBERT,0.21776759335531265
diversity_7,LaBSE,0.2170864754822443
diversity_6,LaBSE,0.2153113210462282
diversity_4,LaBSE,0.21455612586778738
diversity_6,MiniLM_multi,0.21249642241334707
diversity_5,est-roberta,0.21016333640559645
diversity_8,LaBSE,0.2096038943044877
diversity_2,LaBSE,0.20869453732160131
diversity_7,MiniLM_multi,0.2080850543123505
diversity_0,LaBSE,0.20780388476428208
diversity_1,LaBSE,0.20780388476428208
diversity_3,LaBSE,0.20730574377272
diversity_10,LaBSE,0.20350874278609055
diversity_5,MiniLM_multi,0.19844165044048948
diversity_9,LaBSE,0.1972840857829248
diversity_6,est-roberta,0.19624352766161332
diversity_7,est-roberta,0.19583454612982476
diversity_7,EstBERT,0.19445679449072123
diversity_8,MiniLM_multi,0.19392544491589897
diversity_8,est-roberta,0.1925248481117934
diversity_10,MiniLM_multi,0.18955365629669035
diversity_4,MiniLM_multi,0.18890108809510256
diversity_3,MiniLM_multi,0.18764323329558108
diversity_2,MiniLM_multi,0.18764323329558108
diversity_1,MiniLM_multi,0.18764323329558108
diversity_0,MiniLM_multi,0.18760114575349354
diversity_9,MiniLM_multi,0.18390427163995277
diversity_9,est-roberta,0.17855239520732297
diversity_9,bertMulti,0.1772339689941599
diversity_6,bertMulti,0.17231827772617245
diversity_10,bertMulti,0.17092953008845682
diversity_5,bertMulti,0.1703973472825382
diversity_10,est-roberta,0.16841380125435854
diversity_8,EstBERT,0.16702644974755398
diversity_4,bertMulti,0.16665152520338278
diversity_3,bertMulti,0.16592324885010643
diversity_1,bertMulti,0.16592324885010643
diversity_2,bertMulti,0.16592324885010643
diversity_0,bertMulti,0.1655760266278842
diversity_8,bertMulti,0.16391934786155632
diversity_7,bertMulti,0.16116304552192065
diversity_10,multi_e5,0.16106906178616706
diversity_9,multi_e5,0.16101667224435542
diversity_9,EstBERT,0.15353415678557578
diversity_8,multi_e5,0.15346606308590313
diversity_10,EstBERT,0.1510038122209175
diversity_7,multi_e5,0.14890153916431006
diversity_4,multi_e5,0.14751292290727275
diversity_1,multi_e5,0.14650781146098485
diversity_6,multi_e5,0.1465039010649176
diversity_5,multi_e5,0.14643094932529918
diversity_0,multi_e5,0.1450337733970345
diversity_2,multi_e5,0.14501292290727275
diversity_3,multi_e5,0.14494768721703705
diversity_10,distilbertMulti,0.11876733979146259
diversity_9,distilbertMulti,0.117131811009004
diversity_8,distilbertMulti,0.10821429747964836
diversity_7,distilbertMulti,0.10056849704876021
diversity_6,distilbertMulti,0.09626896941589924
diversity_0,distilbertMulti,0.09475726352919336
diversity_5,distilbertMulti,0.09449271326464309
diversity_4,distilbertMulti,0.09429430056623038
diversity_3,distilbertMulti,0.09429430056623038
diversity_2,distilbertMulti,0.09429430056623038
diversity_1,distilbertMulti,0.09429430056623038
diversity_8,xml_roberta,0.0
diversity_7,xml_roberta,0.0
diversity_6,xml_roberta,0.0
diversity_5,xml_roberta,0.0
diversity_4,xml_roberta,0.0
diversity_9,xml_roberta,0.0
diversity_3,xml_roberta,0.0
diversity_2,xml_roberta,0.0
diversity_1,xml_roberta,0.0
diversity_0,xml_roberta,0.0
diversity_10,xml_roberta,0.0
