EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Räägime;keeleruumis;kümne-viieteist;;keeletoimkond;Keelekorraldus;riik
võlaõigusseadus;halduskeeleteooriast;keelepoliitika;ebaadekvaatse;test;erialakeelele;keelepoliitika;kasutavad
põhisõnavara;Kas;keelekasutus;ebamäärase;roll;keelepoliitika;Keelesõnumi;eesti
õigekeelsussõnastikes;19;keele;teleuudistesse;atribuut;keelekorraldustoimkonna;keelekorraldust;tutvuda
keelekasutus;Kui;keeleoskus;saatejuhi;logima;keeletoimkonna;keelekorraldustoimkonna;võtan
Keelesõnumi;Meie;keelt;saatejuht;diskursuse;üldkeelt;keelest;käibele
keelesõnumi;huvirühmade;lingvistika;üldsust;andmine;keeleruumis;keelega;kohustuslikkuse
võimalik;Teadlased;rakenduslingvistika;meediauudistes;mail;keelemuutus;keelesõnumi;viis
poeetika;inimene;keelel;meeldib;andma;keelearendusele;keelekorralduse;kolme
dispuut;Kerge;keeletoimkond;tegelevad;mustest;emakeeleõpetaja;rühmakeeled;See
sotsiolingvistika;Keelesõnumi;keelesõnumi;oluliselt;vale;Emakeeleõpetajad;Õiguskeele;78
seletussõnaraamatutes;Sa;keelemuutus;primitiivsemaks;punkte;keelesõnumi;keelepuud;sõnum
õigusloome;meetikat;keelega;halduskeeleteooriast;terminid;keelevariandid;keelekorraldusteoreetikuid;tekkinud
õppekava;Tekstilingvistika;keelearendusele;Keelesõnumi;vastava;koolikeel;keelehajumise;vajalik
