EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;;esseling;neiusid;;muusikasaade;populaarmuusikaga;muusikalugusid;inimestega
ülisensitiivne;misty;elizabeth;kitarristide;versus;populaarmuusikaga;vanamuusikatehnikat;muusikasaade;tõlgitud
keelekasutus;säilitusainekamakaid;nimed;rokkansamblis;pass;muusikute;muusikute;superflööti;möödaniku
portišeed;toit;muusikasaade;tegevusi;head;kontserditel;muusikalugusid;lauljad;nime
lühiintervjuudest;in;albumit;elektripilli;valides;lauludes;song;heliplaadi;muusikaliste
tänavakohviku;uurisid;1997;võrdlema;in;singer;lauljad;lauljanna;võtame
poplugude;sooloettevõtmised;esinev;sooleksiks;andnud;heliplaatidest;kontserditel;kontserditel;tamisega
enam-vähem;elizabethist;seeriast;vanamuusikatehnikat;link;artistide;bändide;hitimeister;ajal
hüüatus;super;võib-olla;lõpuni;esselink;vanamuusikatehnikat;singer;poplugude;jääbki
näpuotsatäis;superflööti;kallavad;tekstides;vastavalt;hollandi;kitarripillil;plaadist;mängida
