EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;ühkinosüüditsakargistima;marco;tähendab;;juttu;kunstikriitikud;kunstisaade;vahetaks
bourne'i;taktikat;kuulajad;digitaalsalvestuse;number;marco;ettekandest;näituselt;võib-olla
põhjendus;lisasügisel;probleemid;sealses;personal;laimre;näitusele;saatejuhid;puudutada
üllatus-üllatus;identiteedikriisiks;leonhard;esitasin;artist;näitus;päevalehest;kunstiajakirja;teksti
sümptomaatiline;tsenseerimine;moderaator;eiramist;head;näitasin;tänast;videotöö;üllatus-üllatus
käitumised;dokument;mayweather;uudisnupp;portree;monaloogile;personaalseid;kunstniku;mõtlesin
küsimused;adekvaatne;intervjuusid;ühkinosüüditsakargistima;mayweather;kunstikriitikud;kuulajad;vaadata;eesti
toimetallering;kummaline;esimest;informaatikast;signe;kommentaare;ajaloos;kuulajad;2005
õnnestub;;marcolaiendiale;üllatus-üllatus;objekt;biennaalil;autorili;räägime;võtan
e-treier;kunstitoimetaja;tänane;juhatamas;email;loen;saatejuhid;tsensuuritaktikast;lihtsalt
enam-vähem;sureb;saateid;stuudios;usa;üllatus-üllatus;diskursust;toimetajad;filmi
siseid;analüüsi;näitusele;tõestada;nimetatakse;vaatasime;pealkiri;näitasin;vene
ühkinosüüditsakargistima;käitumine;haamer;puhtakujuliselt;aim;dokumentaalselt;keskendus;nii-öelda;2006
